PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,NumLANLIsolatesQCPassed,Title,Authors,Subtypes,RxStatus,Notes
PM13678469,13678469,2003,,4,1,1,New HIV Type 1 CRF01_AE/B Recombinants Displaying Unique Distribution of Breakpoints from Incident Infections among Injecting Drug Users in Thailand,"Ramos,A., Nguyen,L., Hu,D.J., Vanichseni,S., Choopanya,K., Young,N.L., Tappero,J.W., Mastro,T.D., Folks,T.M. and Subbarao,S.",01B,,
PM14506784,14506784,2003,,1,1,1,Full-length sequence analysis of HIV-1 isolate CM237: a CRF01_AE/B intersubtype recombinant from Thailand,"Swanson,P., Devare,S.G. and Hackett,J. Jr.",01B,,
PM14506788,14506788,2003,,1,1,1,Near full-length genome characterization of an HIV type 1 CRF05_DF virus from Spain,"Casado,G., Thomson,M.M., Delgado,E., Sierra,M., Vazquez-De Parga,E., Perez-Alvarez,L., Ocampo,A. and Najera,R.",05_DF,,
PM1457193,1457193,1992,,8,1,1,Genetic and functional analysis of a set of HIV-1 envelope genes obtained from biological clones with varying syncytium-inducing capacities,"Andeweg,A.C., Groenink,M., Leeflang,P., de Goede,R.E., Osterhaus,A.D., Tersmette,M. and Bosch,M.L.",B,,
PM1457208,1457208,1992,,1,1,1,Analysis of the envelope region of the highly divergent HIV-2ALT isolate extends the known range of variability within the primate immunodeficiency viruses,"Kreutz,R., Dietrich,U., Kuhnel,H., Nieselt-Struwe,K., Eigen,M. and Rubsamen-Waigmann,H.",B,,
PM14610167,14610167,2003,,7,1,1,Identification of sequential viral escape mutants associated with altered T-cell responses in a human immunodeficiency virus type 1-infected individual,"Geels,M.J., Cornelissen,M., Schuitemaker,H., Anderson,K., Kwa,D., Maas,J., Dekker,J.T., Baan,E., Zorgdrager,F., van den Burg,R., van Beelen,M., Lukashov,V.V., Fu,T.M., Paxton,W.A., van der Hoek,L., Dubey,S.A., Shiver,J.W. and Goudsmit,J.",B,,
PM14678608,14678608,2003,,3,1,1,Primary infection of a male plasma donor with divergent HIV variants from the same source followed by rapid fluctuations in their relative frequency and viral recombination,"Bernardin,F., Herring,B.L., Peddada,L. and Delwart,E.L.",B,,
PM14990699,14990699,2004,,243,1,1,Genetic and phenotypic analyses of human immunodeficiency virus type 1 escape from a small-molecule CCR5 inhibitor,"Kuhmann,S.E., Pugach,P., Kunstman,K.J., Taylor,J., Stanfield,R.L., Snyder,A., Strizki,J.M., Riley,J., Baroudy,B.M., Wilson,I.A., Korber,B.T., Wolinsky,S.M. and Moore,J.P.",B,,
PM15075531,15075531,2004,,3,1,1,Recombination following superinfection by HIV-1,"Fang,G., Weiser,B., Kuiken,C., Philpott,S.M., Rowland-Jones,S., Plummer,F., Kimani,J., Shi,B., Kaul,R., Bwayo,J., Anzala,O. and Burger,H.",A1C,,
PM15220431,15220431,2004,,26,1,1,Intrinsic obstacles to human immunodeficiency virus type 1 coreceptor switching,"Pastore,C., Ramos,A. and Mosier,D.E.",B,,
PM15316355,15316355,2004,,1,1,1,Biased G-to-A hypermutation in HIV-1 proviral DNA from a long-term non-progressor,"Wei,M., Xing,H., Hong,K., Huang,H., Tang,H., Qin,G. and Shao,Y.",B,,
PM15380360,15380360,2004,,2,1,1,Characterization of a thymus-tropic HIV-1 isolate from a rapid progressor: role of the envelope,"Meissner,E.G., Duus,K.M., Gao,F., Yu,X.F. and Su,L.",B,,
PM15564517,15564517,2004,,1,1,1,Infectious molecular clone of a recently transmitted pediatric human immunodeficiency virus clade C isolate from Africa: evidence of intraclade recombination,"Grisson,R.D., Chenine,A.L., Yeh,L.Y., He,J., Wood,C., Bhat,G.J., Xu,W., Kankasa,C. and Ruprecht,R.M.",C,,
PM15567138,15567138,2005,,1,1,1,Characteristics of HIV-1 env V3 loop sequences for subtype A1 variant spread in Eastern Europe,"Papuashvili,M.N., Novokhatsky,A.S. and Shcherbakova,T.I.",A6,,
PM15582695,15582695,2005,,10,1,1,A genotypic resistance assay for the detection of drug resistance in the human immunodeficiency virus type 1 envelope gene,"Van Laethem,K., Schrooten,Y., Lemey,P., Van Wijngaerden,E., De Wit,S., Van Ranst,M. and Vandamme,A.M.",H,,
PM15588336,15588336,2004,,1,1,1,Two viral strains and a possible novel recombinant are responsible for the explosive injecting drug use-associated HIV type 1 epidemic in Estonia,"Zetterberg,V., Ustina,V., Liitsola,K., Zilmer,K., Kalikova,N., Sevastianova,K., Brummer-Korvenkontio,H., Leinikki,P. and Salminen,M.O.",06_cpx,,
PM15596829,15596829,2005,,20,1,1,Human immunodeficiency virus type 1 genomic RNA sequences in the female genital tract and blood: compartmentalization and intrapatient recombination,"Philpott,S., Burger,H., Tsoukas,C., Foley,B., Anastos,K., Kitchen,C. and Weiser,B.",B,,
PM15725755,15725755,2005,,1,1,1,"Circulation of novel HIV type 1 A, B/C, and F subtypes in Argentina","Aulicino,P.C., Kopka,J., Mangano,A.M., Rocco,C., Iacono,M., Bologna,R. and Sen,L.",F1,,
PM15914218,15914218,2005,,2,1,1,Infection of human and non-human cells by a highly fusogenic primary CD4-independent HIV-1 isolate with a truncated envelope cytoplasmic tail,"Saha,K., Yan,H., Nelson,J.A. and Zerhouni-Layachi,B.",D,,
PM15929704,15929704,2005,,4,1,1,"Sequence Analysis of Near Full-Length HIV Type 1 Subtype D Primary Strains Isolated in Cape Town, South Africa, from 1984 to 1986","Loxton,A.G., Treurnicht,F., Laten,A., Rensburg,E.J. and Engelbrecht,S.",D,,
PM15929705,15929705,2005,,1,1,1,Near-full-length genomic sequence of a human immunodeficiency type 1 subtype g strain from cameroon,"Holzmayer,V., Zekeng,L., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J.",G,,
PM16060837,16060837,2005,,1,1,1,Genomic Characterization of a Novel HIV Type 1 B/G Intersubtype Recombinant Strain from an Injecting Drug User in Germany,"Harris,B., Truchsess,I.V., Schatzl,H.M., Devare,S.G. and Hackett,J.",73_BG,,
PM16140747,16140747,2005,,250,1,1,"In-depth analysis of a heterosexually acquired human immunodeficiency virus type 1 superinfection: evolution, temporal fluctuation, and intercompartment dynamics from the seronegative window period through 30 months postinfection","McCutchan,F.E., Hoelscher,M., Tovanabutra,S., Piyasirisilp,S., Sanders-Buell,E., Ramos,G., Jagodzinski,L., Polonis,V., Maboko,L., Mmbando,D., Hoffmann,O., Riedner,G., von Sonnenburg,F., Robb,M. and Birx,D.L.",ACD,,
PM16225418,16225418,2005,,1,1,1,Sequence analysis of a South American HIV type 1 BC recombinant,"Aulicino,P.C., Kopka,J., Rocco,C., Mangano,A. and Sen,L.",BC,,
PM16289184,16289184,2006,,1,1,1,Construction and characterization of an infectious molecular clone of HIV-1 subtype A of Indian origin,"Rodriguez,M.A., Chen,Y., Craigo,J.K., Chatterjee,R., Ratner,D., Tatsumi,M., Roy,P., Neogi,D. and Gupta,P.",A1C,,
PM16309726,16309726,2006,,11,1,1,HIV-1 tropism for the central nervous system: Brain-derived envelope glycoproteins with lower CD4 dependence and reduced sensitivity to a fusion inhibitor,"Martin-Garcia,J., Cao,W., Varela-Rohena,A., Plassmeyer,M.L. and Gonzalez-Scarano,F.",B,,
PM16386114,16386114,2005,,1,1,1,Full sequence of HIV type 1 Korean subtype B in an AIDS case with atypical seroconversion: TAAAA at TATA box,"Cho,Y.K., Sung,H., Bae,I.G., Oh,H.B., Kim,N.J., Woo,J.H. and Kim,Y.B.",B,,
PM16478401,16478401,2006,,3,1,1,Identification and molecular characterization of subsubtype A4 in central Africa,"Vidal,N., Mulanga,C., Bazepeo,S.E., Lepira,F., Delaporte,E. and Peeters,M.",A4,,
PM16478405,16478405,2006,,5,1,1,Phylogenetic analysis of Brazilian HIV type 1 subtype D strains: tracing the origin of this subtype in Brazil,"Couto-Fernandez,J.C., Eyer-Silva,W.A., Guimaraes,M.L., Chequer-Fernandez,S.L., Grinsztejn,B., Delaporte,E., Peeters,M. and Morgado,M.G.",D,,
PM1695254,1695254,1990,,1,1,1,Cloning and characterization of human immunodeficiency virus type 1 variants diminished in the ability to induce syncytium-independent cytolysis,"Stevenson,M., Haggerty,S., Lamonica,C., Mann,A.M., Meier,C. and Wasiak,A.",B,,
PM16973556,16973556,2006,,176,1,1,Selection on the human immunodeficiency virus type 1 proteome following primary infection,"Liu,Y., McNevin,J., Cao,J., Zhao,H., Genowati,I., Wong,K., McLaughlin,S., McSweyn,M.D., Diem,K., Stevens,C.E., Maenza,J., He,H., Nickle,D.C., Shriner,D., Holte,S.E., Collier,A.C., Corey,L., McElrath,M.J. and Mullins,J.I.",B,,
PM16987968,16987968,2006,,3,1,1,Entire genome of a strain of human immunodeficiency virus type 1 with a deletion of nef that was recovered 20 years after primary infection: large pool of proviruses with deletions of env,"Calugi,G., Montella,F., Favalli,C. and Benedetto,A.",B,,
PM17053347,17053347,2011,,1,1,1,Characterization of a new circulating recombinant form comprising HIV-1 subtypes C and B in southern Brazil,"Santos,A.F., Sousa,T.M., Soares,E.A., Sanabani,S., Martinez,A.M., Sprinz,E., Silveira,J., Sabino,E.C., Tanuri,A. and Soares,M.A.",31_BC,,
PM17073619,17073619,2006,,12,1,1,High frequency of grossly deleted nef genes in HIV-1 infected long-term slow progressors treated with Korean red ginseng,"Cho,Y.K., Lim,J.Y., Jung,Y.S., Oh,S.K., Lee,H.J. and Sung,H.",B,,
PM17151109,17151109,2007,,6,1,1,Isolation and characterization of replication-competent human immunodeficiency virus type 1 from a subset of elite suppressors,"Blankson,J.N., Bailey,J.R., Thayil,S., Yang,H.C., Lassen,K., Lai,J., Gandhi,S.K., Siliciano,J.D., Williams,T.M. and Siliciano,R.F.",B,,
PM17182681,17182681,2007,,62,1,1,Reduced maximal inhibition in phenotypic susceptibility assays indicates that viral strains resistant to the CCR5 antagonist maraviroc utilize inhibitor-bound receptor for entry,"Westby,M., Smith-Burchnell,C., Mori,J., Lewis,M., Mosley,M., Stockdale,M., Dorr,P., Ciaramella,G. and Perros,M.",G,,
PM17239419,17239419,2007,,4,1,1,Changes in the V3 region of gp120 contribute to unusually broad coreceptor usage of an HIV-1 isolate from a CCR5 Delta32 heterozygote,"Gorry,P.R., Dunfee,R.L., Mefford,M.E., Kunstman,K., Morgan,T., Moore,J.P., Mascola,J.R., Agopian,K., Holm,G.H., Mehle,A., Taylor,J., Farzan,M., Wang,H., Ellery,P., Willey,S.J., Clapham,P.R., Wolinsky,S.M., Crowe,S.M. and Gabuzda,D.",B,,
PM17251298,17251298,2007,,10,1,1,Impact of V2 Mutations on Escape from a Potent Neutralizing Anti-V3 Monoclonal Antibody during In Vitro Selection of a Primary Human Immunodeficiency Virus Type 1 Isolate,"Shibata,J., Yoshimura,K., Honda,A., Koito,A., Murakami,T. and Matsushita,S.",B,,
PM17331039,17331039,2007,,18,1,1,Longitudinal analysis of HIV type 1 subtype C envelope sequences from South Africa,"Coetzer,M., Cilliers,T., Papathanasopoulos,M., Ramjee,G., Karim,S.A., Williamson,C. and Morris,L.",C,,
PM17336569,17336569,2007,,2,1,1,Aberrant life cycle of human immunodeficiency virus type 1 CRF15_01B-like clinical isolates from Thailand in human CD4+ T-cell lines,"Warachit,J., Iwabu,Y., Li,Y.G., Li,G.M., Isarangkura,P., Ibrahim,M.S., Balachandra,K., Tsuji,S. and Ikuta,K.",01B,,
PM17411380,17411380,2007,,4,1,1,Characterization of An HIV-1 Group M Variant That Is Distinct from The Known Subtypes,"van der Hoek,L., Pollakis,G., Lukashov,V.V., Jebbink,M.F., Jeeninga,R.E., Bakker,M., Dukers,N., Jurriaans,S., Paxton,W.A., Back,N.K. and Berkhout,B.",U,,
PM17538883,17538883,2007,,8,1,1,Evolution of HIV-1 in an HLA-B*57-positive patient during virologic escape,"Bailey,J.R., Zhang,H., Wegweiser,B.W., Yang,H.C., Herrera,L., Ahonkhai,A., Williams,T.M., Siliciano,R.F. and Blankson,J.N.",B,,
PM17678477,17678477,2007,,1,1,1,"Circulating Recombinant Form (CRF) 37_cpx: An Old Strain in Cameroon Composed of Diverse, Genetically Distant Lineages of Subtypes A and G","Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Ewane,L., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N.",37_cpx,,
PM18094155,18094155,2008,,3,1,1,4E10-resistant variants in a human immunodeficiency virus type 1 subtype C-infected individual with an anti-membrane-proximal external region-neutralizing antibody response,"Gray,E.S., Moore,P.L., Bibollet-Ruche,F., Li,H., Decker,J.M., Meyers,T., Shaw,G.M. and Morris,L.",C,,
PM18160016,18160016,2007,,1,1,1,"Complete genome sequencing of a non-syncytium-inducing HIV type 1 subtype D strain from Cape Town, South Africa","Jacobs,G.B., Loxton,A.G., Laten,A. and Engelbrecht,S.",D,,
PM18160020,18160020,2007,,1,1,1,New insights into the origin of the HIV type 1 subtype A epidemic in former Soviet Union's countries derived from sequence analyses of preepidemically transmitted viruses,"Thomson,M.M., de Parga,E.V., Vinogradova,A., Sierra,M., Yakovlev,A., Rakhmanova,A., Delgado,E., Casado,G., Munoz,M., Carmona,R., Vega,Y., Perez-Alvarez,L., Contreras,G., Medrano,L., Osmanov,S. and Najera,R.",A6,,
PM18195572,18195572,2008,,7,1,1,"Identification of two new CRF_BF in Rio de Janeiro State, Brazil","Guimaraes,M.L., Eyer-Silva,W.A., Couto-Fernandez,J.C. and Morgado,M.G.",40_BF,,
PM18257686,18257686,2008,,2,1,1,Construction and characterization of an infectious molecular clone of HIV type 1 CRF07_BC,"Meng,Z., He,X., Xing,H., Xin,R., Sun,J., Yi,F., Ma,L. and Shao,Y.",07_BC,,
PM18284322,18284322,2008,,2,1,1,Evidence of a novel B/C recombinant exhibiting unique breakpoints of near full-length HIV type 1 genome from Northeastern India,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattacharya,J.",BC,,
PM1830110,1830110,1991,,2,1,1,Molecular characterization of human immunodeficiency virus type 1 cloned directly from uncultured human brain tissue: identification of replication-competent and -defective viral genomes,"Li,Y., Kappes,J.C., Conway,J.A., Price,R.W., Shaw,G.M. and Hahn,B.H.",B,,
PM18328091,18328091,2008,,3,1,1,Exceptional molecular and coreceptor-requirement properties of molecular clones isolated from an Human Immunodeficiency Virus Type-1 subtype C infection,"Dash,P.K., Siddappa,N.B., Mangaiarkarasi,A., Mahendarkar,A.V., Roshan,P., Anand,K.K., Mahadevan,A., Satishchandra,P., Shankar,S.K., Prasad,V.R. and Ranga,U.",C,,
PM18366312,18366312,2008,,1,1,1,Near full-length genomic analysis of a novel subtype A1/C recombinant HIV type 1 isolate from Canada,"Ntemgwa,M., Toni,T.D., Brenner,B.G., Routy,J.P., Moisi,D., Oliveira,M. and Wainberg,M.A.",A1C,,
PM18385252,18385252,2008,,112,1,1,Characterization of the follicular dendritic cell reservoir of human immunodeficiency virus type 1,"Keele,B.F., Tazi,L., Gartner,S., Liu,Y., Burgon,T.B., Estes,J.D., Thacker,T.C., Crandall,K.A., McArthur,J.C. and Burton,G.F.",B,,
PM18495769,18495769,2008,,16,1,1,Transmission of human immunodeficiency virus type 1 from a patient who developed AIDS to an elite suppressor,"Bailey,J.R., O'Connell,K., Yang,H.C., Han,Y., Xu,J., Jilek,B., Williams,T.M., Ray,S.C., Siliciano,R.F. and Blankson,J.N.",B,,
PM18625749,18625749,2008,,9,1,1,Immune-driven recombination and loss of control after HIV superinfection,"Streeck,H., Li,B., Poon,A.F., Schneidewind,A., Gladden,A.D., Power,K.A., Daskalakis,D., Bazner,S., Zuniga,R., Brander,C., Rosenberg,E.S., Frost,S.D., Altfeld,M. and Allen,T.M.",B,,
PM18815295,18815295,2008,,32,1,1,Evolution of CCR5 use before and during coreceptor switching,"Coetzer,M., Nedellec,R., Salkowitz,J., McLaughlin,S., Liu,Y., Heath,L., Mullins,J.I. and Mosier,D.E.",B,,
PM18851680,18851680,2008,,1,1,1,Near full-length genome characterization of an HIV type 1 CRF25_cpx strain from Cameroon,"Luk,K.-C., Holzmayer,V., Ndembi,N., Swanson,P., Brennan,C.A., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J. Jr.",25_cpx,,
PM18851681,18851681,2008,,1,1,1,Identification of a possible ancestor of the subtype A1 HIV Type 1 variant circulating in the former Soviet Union,"Riva,C., Romano,L., Saladini,F., Lai,A., Carr,J.K., Francisci,D., Balotta,C. and Zazzi,M.",A6,,
PM1890410,1890410,1991,,1,1,1,Characterisation of a series of human immunodeficiency virus isolates derived sequentially from a single patient,"Farrar,G.H., Roff,M.A., Amin,T., Ball,J., Parrett,A.M., Battacharyya,U., Booth,J., Wansbrough-Jones,M.H. and Greenaway,P.J.",B,,
PM18987151,18987151,2009,,60,1,1,Continuous viral escape and selection by autologous neutralizing antibodies in drug-naive human immunodeficiency virus controllers,"Mahalanabis,M., Jayaraman,P., Miura,T., Pereyra,F., Chester,E.M., Richardson,B., Walker,B. and Haigwood,N.L.",B,,
PM19320602,19320602,2009,,1,1,1,"First detection of a novel HIV Type 1 CRF01_AE/07_BC recombinant among an epidemiologically linked cohort of IDUs in Jiangsu, China","Guo,H., Guo,D., Wei,J.F., Yang,H., Huan,X., Tsui,S.K., Yang,R. and Zhang,C.",0107,,
PM19321618,19321618,2009,,12,1,1,Tissue-specific sequence alterations in the human immunodeficiency virus type 1 envelope favoring CCR5 usage contribute to persistence of dual-tropic virus in the brain,"Gray,L., Roche,M., Churchill,M.J., Sterjovski,J., Ellett,A., Poumbourios,P., Sheffief,S., Wang,B., Saksena,N., Purcell,D.F., Wesselingh,S., Cunningham,A.L., Brew,B.J., Gabuzda,D. and Gorry,P.R.",B,,
PM19409946,19409946,2009,,3,1,1,HIV-1 clade C env clones obtained from an Indian patient exhibiting expanded coreceptor tropism are presented with naturally occurring unusual amino acid substitutions in V3 loop,"Gharu,L., Ringe,R., Pandey,S., Paranjape,R. and Bhattacharya,J.",C,,
PM19474108,19474108,2009,,2,1,1,Novel ring structure in the gp41 trimer of human immunodeficiency virus type 1 that modulates sensitivity and resistance to broadly neutralizing antibodies,"O'Rourke,S.M., Schweighardt,B., Scott,W.G., Wrin,T., Fonseca,D.P., Sinangil,F. and Berman,P.W.",B,,
PM19534629,19534629,2009,,1,1,1,"Near full-length genome characterization of an HIV-1 CRF01_AE strain in Jiangsu, China: evidence of two independent introductions from Fujian","Guo,D., Ding,N., Xu,Y., Guo,H., Wei,J.F., Wang,J.H., He,G., Yang,R. and Zhang,C.",01_AE,,
PM19552591,19552591,2009,,16,1,1,Characterization of genetically diverse HIV type 1 from a London cohort: near full-length genomic analysis of a subtype H strain,"Holzmayer,V., Aitken,C., Skinner,C., Ryall,L., Devare,S.G. and Hackett,J. Jr.",H,,
PM19553323,19553323,2009,,1,1,1,Virus entry via the alternative coreceptors CCR3 and FPRL1 differs by human immunodeficiency virus type 1 subtype,"Nedellec,R., Coetzer,M., Shimizu,N., Hoshino,H., Polonis,V.R., Morris,L., Martensson,U.E., Binley,J., Overbaugh,J. and Mosier,D.E.",D,,
PM19695656,19695656,2009,,34,1,1,Functional and genetic analysis of coreceptor usage by dualtropic HIV-1 subtype C isolates,"Singh,A., Page,T., Moore,P.L., Allgaier,R.L., Hiramen,K., Coovadia,H.M., Walker,B.D., Morris,L. and Ndung'u,T.",C,,
PM19751146,19751146,2009,,1,1,1,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 BF recombinant associated with a fatal primary infection,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M., Del Nonno,F., Narciso,P., Capobianchi,M.R. and Abbate,I.",BF1,,
PM19913863,19913863,2010,,4,1,1,Enhanced CD4+ cellular apoptosis by CCR5-restricted HIV-1 envelope glycoprotein variants from patients with progressive HIV-1 infection,"Wade,J., Sterjovski,J., Gray,L., Roche,M., Chiavaroli,L., Ellett,A., Jakobsen,M.R., Cowley,D., Pereira Cda,F., Saksena,N., Wang,B., Purcell,D.F., Karlsson,I., Fenyo,E.M., Churchill,M. and Gorry,P.R.",B,,
PM20386379,20386379,2010,,1,1,1,First evidence of a HIV-1 M/O recombinant form circulating outside Cameroon,"Vessiere,A., Leoz,M., Brodard,V., Strady,C., Lemee,V., Depatureaux,A., Simon,F. and Plantier,J.C.",DO,,
PM20519388,20519388,2010,,5,1,1,"Recovery of replication-competent residual HIV-1 from plasma of a patient receiving prolonged, suppressive highly active antiretroviral therapy","Sahu,G.K., Sarria,J.C. and Cloyd,M.W.",B,,
PM20528150,20528150,2010,,1,1,1,"Near full-length genomic characterization of a novel HIV type 1 subtype B/C recombinant strain from Yunnan, China","Li,L., Chen,L., Yang,S., Liu,Y., Li,H., Bao,Z., Wang,Z., Zhuang,D., Liu,S. and Li,J.",BC,,
PM20618101,20618101,2010,,1,1,1,Identification of a new HIV type 1 BF intersubtype circulating recombinant form (CRF44_BF) in Chile,"Delgado,E., Rios,M., Fernandez,J., Perez-Alvarez,L., Najera,R. and Thomson,M.M.",44_BF,,
PM20697919,20697919,1923,,4,1,1,"Construction and characterization of a full-length infectious clone from a fast-replicating, X4-tropic HIV-1 subtype B' isolate","Wu,S.L., Yan,Y.S., Yan,P.P., Huang,H.L. and Wang,H.R.",B,,
PM20702624,20702624,2010,,2,1,1,Mutation at a Single Position in the V2 Domain of the HIV-1 Envelope Protein Confers Neutralization Sensitivity to a Highly Neutralization-Resistant Virus,"O'Rourke,S.M., Schweighardt,B., Phung,P., Fonseca,D.P., Terry,K., Wrin,T., Sinangil,F. and Berman,P.W.",B,,
PM20854199,20854199,2010,,1,1,1,Genetic analysis of a UNAIDS HIV type 1 from Brazil revealed an unexpected recombination pattern,"Chin,M.P. and Ristic,N.",BC,,
PM20921899,20921899,2010,,25,1,1,Extreme Genetic Divergence is Required for Coreceptor Switching in HIV-1 Subtype C,"Coetzer,M., Nedellec,R., Cilliers,T., Meyers,T., Morris,L. and Mosier,D.E.",C,,
PM20977354,20977354,2010,,1,1,1,"Near Full-Length Sequence Analysis of a Novel HIV-1 C/CRF01_AE Recombinant Variant from Yunnan, China","Li,L., Chen,L., Yang,S., Liu,Y., Li,J., Wang,Z., Yang,B., Li,H., Bao,Z., Zhuang,D., Liu,S. and Li,J.",01C,,
PM21078948,21078948,2010,,62,1,1,In Vivo Resistance Patterns to the HIV Attachment Inhibitor BMS-488043,"Zhou,N., Nowicka-Sans,B., Zhang,S., Fan,L., Fang,J., Fang,H., Gong,Y.F., Eggers,B., Langley,D.R., Wang,T., Kadow,J., Grasela,D., Hanna,G.J., Alexander,L., Colonno,R., Krystal,M. and Lin,P.F.",B,,
PM21083434,21083434,2011,,1,1,1,"Near Full-Length Genomic Characterization of a Novel HIV Type 1 CRF07_ BC/CRF08_ BC Recombinant Strain from Yunnan, China","Chen,L., Yang,S., Li,J., Li,J., Liu,Y., Wang,Z., Yang,B., Li,T., Li,H., Bao,Z., Zhuang,D., Liu,S. and Li,L.",0708,,
PM21087143,21087143,2011,,1,1,1,Genetic Analysis of the Near Full-Length Genome of an HIV Type 1 A1/C Unique Recombinant Form from Northern South Africa,"Iweriebor,B.C., Bessong,P.O., Mavhandu,L.G., Masebe,T.M., Nwobegahay,J., Moyo,S.R. and Mphahlele,J.M.",A1C,,
PM21091377,21091377,2011,,1,1,1,Transmitted HIV type 1 drug resistance among individuals with recent HIV infection in East and Southern Africa,"Price,M.A., Wallis,C.L., Lakhi,S., Karita,E., Kamali,A., Anzala,O., Sanders,E.J., Bekker,L.G., Twesigye,R., Hunter,E., Kaleebu,P., Kayitenkore,K., Allen,S., Ruzagira,E., Mwangome,M., Mutua,G., Amornkul,P.N., Stevens,G., Pond,S.L., Schaefer,M., Papathanasopoulos,M.A., Stevens,W. and Gilmour,J.",A1D,,
PM21372727,21372727,2011,,3,1,1,Combined antiretroviral therapy and immune pressure lead to in vivo HIV-1 recombination with ancestral viral genomes,"Buzon,M.J., Wrin,T., Codoner,F.M., Dalmau,J., Phung,P., Bonjoch,A., Coakley,E., Clotet,B. and Martinez-Picado,J.",B,,
PM21550842,21550842,2011,,6,1,1,Sustained elite suppression of replication competent HIV-1 in a patient treated with rituximab based chemotherapy,"Gaillard,S., Dinoso,J.B., Marsh,J.A., Dezern,A.E., O'Connell,K.A., Spivak,A.M., Alwood,K., Durand,C.M., Ambinder,R.F. and Blankson,J.N.",B,,
PM21829600,21829600,2011,,77,1,1,Daily Sampling of an HIV-1 Patient with Slowly Progressing Disease Displays Persistence of Multiple env Subpopulations Consistent with Neutrality,"Skar,H., Gutenkunst,R.N., Wilbe Ramsay,K., Alaeus,A., Albert,J. and Leitner,T.",B,,
PM22141397,22141397,2011,,2,1,1,Prolonged control of replication-competent dual tropic human immunodeficiency virus-1 following cessation of highly active antiretroviral therapy,"Salgado,M., Rabi,S.A., O'Connell,K.A., Buckheit,R.W. III, Bailey,J.R., Chaudhry,A.A., Breaud,A.R., Marzinke,M.A., Clarke,W., Margolick,J.B., Siliciano,R.F. and Blankson,J.N.",B,,
PM22236080,22236080,2012,,1,1,1,"Isolation, Characterization, and Sequence Analysis of a Novel HIV Type 1 Subtype A1 Strain from Russia","Galkin,A.N., Bychenko,A.B., Kuznecovs,G. and Filinova,E.Y.",A6,,
PM22363589,22363589,2012,,2,1,1,Parental LTRs Are Important in a Construct of a Stable and Efficient Replication-Competent Infectious Molecular Clone of HIV-1 CRF08_BC,"Zhang,Q., Zhang,X., Wu,H., Seto,D., Zhang,H.J., Chen,Z., Wan,C. and Zheng,B.J.",08_BC,,
PM2243391,2243391,1990,,1,1,1,The viral envelope gene is involved in macrophage tropism of a human immunodeficiency virus type 1 strain isolated from brain tissue,"Liu,Z.Q., Wood,C., Levy,J.A. and Cheng-Mayer,C.",B,,
PM2265025,2265025,1990,,1,1,1,Nucleotide sequence of a Ugandan HIV-1 provirus reveals genetic diversity from other HIV-1 isolates,"Oram,J.D., Downing,R.G., Roff,M., Clegg,J.C., Serwadda,D. and Carswell,J.W.",A1,,
PM22898353,22898353,2012,,1,1,1,Emergence of a unique recombinant form of HIV-1 from Manipur (India),"Sarkar,R., Sarkar,K., Brajachand Singh,N., Manihar Singh,Y., Mitra,D. and Chakrabarti,S.",BC,,
PM22903393,22903393,2012,,1,1,1,"Genetic characterization of an isolate of HIV type 1 AG recombinant form circulating in Siberia, Russia","Baryshev,P.B., Bogachev,V.V. and Gashnikova,N.M.",63_02A1,,
PM22984494,22984494,2012,,1,1,1,Identification of Drug Resistant Mutations in HIV-1 CRF07_BC Variants Selected by Nevirapine In Vitro,"Wu,H., Zhang,H.J., Zhang,X.M., Xu,H.F., Wang,M., Huang,J.D. and Zheng,B.J.",07_BC,,
PM22997423,22997423,2012,,2,1,1,Genome Sequence of a Novel HIV-1 Circulating Recombinant Form 54_01B from Malaysia,"Ng,K.T., Ong,L.Y., Takebe,Y., Kamarulzaman,A. and Tee,K.K.",54_01B,,
PM23056447,23056447,2012,,1,1,1,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",57_BC,,
PM2308953,2308953,1917,,1,1,1,Limited sequence heterogeneity among biologically distinct human immunodeficiency virus type 1 isolates from individuals involved in a clustered infectious outbreak,"McNearney,T., Westervelt,P., Thielan,B.J., Trowbridge,D.B., Garcia,J., Whittier,R. and Ratner,L.",B,,
PM23170185,23170185,2012,,1,1,1,Construction of a High Titer Infectious HIV-1 Subtype C Proviral Clone from South Africa,"Jacobs,G.B., Bock,S., Schuch,A., Moschall,R., Schrom,E.M., Zahn,J., Reuter,C., Preiser,W., Rethwilm,A., Engelbrecht,S., Kerkau,T. and Bodem,J.",C,,
