PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,Title,Authors,Subtypes,RxStatus,Notes
PM11600844,11600844,2001,,21,3,Diverse BF recombinants have spread widely since the introduction of HIV-1 into South America,"Carr,J.K., Avila,M., Gomez Carrillo,M., Salomon,H., Hierholzer,J., Watanaveeradej,V., Pando,M.A., Negrete,M., Russell,K.L., Sanchez,J., Birx,D.L., Andrade,R., Vinoles,J. and McCutchan,F.E.",12_BF,,
PM11709097,11709097,2001,,4,3,Characterization of full-length HIV type 1 subtype C sequences from South Africa,"van Harmelen,J., Williamson,C., Kim,B., Morris,L., Carr,J., Karim,S.S. and McCutchan,F.",C,,
PM12680693,12680693,2003,,3,3,Characterisation of near-full length genome sequences of three South African human immunodeficiency virus type 1 subtype C isolates,"Hunt,G.M., Papathanasopoulos,M.A., Gray,G.E. and Tiemessen,C.T.",C,,
PM14600524,14600524,2003,,77,3,HIV-1 subtype B' dictates the AIDS epidemic among paid blood donors in the Henan and Hubei provinces of China,"Su,B., Liu,L., Wang,F., Gui,X., Zhao,M., Tien,P., Zhang,L. and Chen,Z.",B,,
PM15320986,15320986,2004,,4,3,"HIV type 1 circulating recombinant form CRF09_cpx from west Africa combines subtypes A, F, G, and may share ancestors with CRF02_AG and Z321","McCutchan,F.E., Sankale,J.L., M'Boup,S., Kim,B., Tovanabutra,S., Hamel,D.J., Brodine,S.K., Kanki,P.J. and Birx,D.L.",09_cpx,,
PM15385738,15385738,2004,,3,3,Screening of HIV-1 isolates by reverse heteroduplex mobility assay and identification of non-B subtypes in Italy,"Buonaguro,L., Tagliamonte,M., Tornesello,M.L., Pilotti,E., Casoli,C., Lazzarin,A., Tambussi,G., Ciccozzi,M., Rezza,G. and Buonaguro,F.M.",02_AG; A1; G,,
PM16131313,16131313,2005,,15,3,Evidence for host-driven selection of the HIV type 1 vpr gene in vivo during HIV disease progression in a transfusion-acquired cohort,"Cali,L., Wang,B., Mikhail,M., Gill,M.J., Beckthold,B., Salemi,M., Jans,D.A., Piller,S.C. and Saksena,N.K.",B,,
PM16478401,16478401,2006,,3,3,Identification and molecular characterization of subsubtype A4 in central Africa,"Vidal,N., Mulanga,C., Bazepeo,S.E., Lepira,F., Delaporte,E. and Peeters,M.",A4,,
PM17042975,17042975,2006,,3,3,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China","Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S.",01_AE,,
PM17725423,17725423,2007,,3,3,Genetic characterization of three newly isolated CRF07_BC near full-length genomes in China,"Meng,Z., Xing,H., He,X., Ma,L., Xu,W. and Shao,Y.",07_BC,,
PM19254360,19254360,2009,,3,3,Modulation of HIV-1 infectivity and cyclophilin A-dependence by Gag sequence and target cell type,"Matsuoka,S., Dam,E., Lecossier,D., Clavel,F. and Hance,A.J.",B,,
PM19913270,19913270,2010,,20,3,Adaptive changes in HIV-1 subtype C proteins during early infection are driven by changes in HLA-associated immune pressure,"Treurnicht,F.K., Seoighe,C., Martin,D.P., Wood,N., Abrahams,M.R., Rosa Dde,A., Bredell,H., Woodman,Z., Hide,W., Mlisana,K., Karim,S.A., Gray,C.M. and Williamson,C.",C,Naive,
PM20386110,20386110,2010,,23,3,Identification of a novel second-generation circulating recombinant form (CRF48_01B) in Malaysia: a descendant of the previously identified CRF33_01B,"Li,Y., Tee,K.K., Liao,H., Hase,S., Uenishi,R., Li,X.J., Tsuchiura,T., Yang,R., Govindasamy,S., Yong,Y.K., Tan,H.Y., Pybus,O.G., Kamarulzaman,A. and Takebe,Y.",48_01B,,
PM20810731,20810731,2010,,66,3,Early Selection in Gag by Protective HLA Alleles Contributes to Reduced HIV-1 Replication Capacity That May Be Largely Compensated for in Chronic Infection,"Brockman,M.A., Brumme,Z.L., Brumme,C.J., Miura,T., Sela,J., Rosato,P.C., Kadie,C.M., Carlson,J.M., Markle,T.J., Streeck,H., Kelleher,A.D., Markowitz,M., Jessen,H., Rosenberg,E., Altfeld,M., Harrigan,P.R., Heckerman,D., Walker,B.D. and Allen,T.M.",B,Naive,
PM20932333,20932333,2010,,6,3,"HIV-1 subtype distribution in the Gambia and the significant presence of CRF49_cpx, a novel circulating recombinant form","de Silva,T.I., Turner,R., Hue,S., Trikha,R., van Tienen,C., Onyango,C., Jaye,A., Foley,B., Whittle,H., Rowland-Jones,S.L. and Cotten,M.",49_cpx,,
PM21969855,21969855,2011,,3,3,Origin and Epidemiological History of HIV-1 CRF14_BG,"Bartolo,I., Abecasis,A.B., Borrego,P., Barroso,H., McCutchan,F., Gomes,P., Camacho,R. and Taveira,N.",14_BG,,
PM22412369,22412369,2012,,86,3,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",B,Naive,
PM22962364,22962364,2013,,13,3,Complete viral RNA genome sequencing of ultra-low copy samples by sequence-independent amplification,"Malboeuf,C.M., Yang,X., Charlebois,P., Qu,J., Berlin,A.M., Casali,M., Pesko,K.N., Boutwell,C.L., DeVincenzo,J.P., Ebel,G.D., Allen,T.M., Zody,M.C., Henn,M.R. and Levin,J.Z.",B,,
PM23405298,23405298,2013,,3,3,"Genome Sequences of a Novel HIV-1 Circulating Recombinant Form, CRF55_01B, Identified in China","Han,X., An,M., Zhang,W., Cai,W., Chen,X., Takebe,Y. and Shang,H.",55_01B,,
PM23814029,23814029,2013,,3,3,Genome Sequences of a Novel HIV-1 Circulating Recombinant Form (CRF61_BC) Identified among Heterosexuals in China,"Li,X., Ning,C., He,X., Yang,Y., Li,F., Xing,H., Hong,K., Yang,R. and Shao,Y.",61_BC,,
PM24157908,24157908,2013,,3,3,"Characterization of CRF56_cpx, a new circulating B/CRF02/G recombinant form identified in MSM in France","Leoz,M., Feyertag,F., Charpentier,C., Delaugerre,C., Wirden,M., Lemee,V. and Plantier,J.C.",56_cpx,,
PM24164474,24164474,2014,,6,3,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF62_BC) in Western Yunnan of China,"Wei,H., His,J., Feng,Y., Xing,H., He,X., Liao,L., Duan,S., Ning,C., Wang,N., Takebe,Y. and Shao,Y.",62_BC,,
PM24279591,24279591,2014,,6,3,"Identification of a Novel HIV Type 1 Circulating Recombinant Form (CRF65_cpx) Composed of CRF01_AE and Subtypes B and C in Western Yunnan, China","Feng,Y., Wei,H., Hsi,J., Xing,H., He,X., Liao,L., Ma,Y., Ning,C., Wang,N., Takebe,Y. and Shao,Y.",65_cpx,,
PM24387762,24387762,2014,,6,3,Phylogenetic Characterization of Six Full-Length HIV-1 Subtype C Molecular Clones from Three Patients: Identification of Rare Subtype C Strains Containing Two NF-kappaB Motifs in the Long Terminal Repeat,"Hanna,L.E., Neogi,U., Ranga,U., Swaminathan,S. and Prasad,V.R.",C,,
PM24602697,24602697,2014,,3,3,Identification of a new HIV-1 BC circulating recombinant form (CRF60_BC) in Italian young men having sex with men,"Simonetti,F.R., Lai,A., Monno,L., Binda,F., Brindicci,G., Punzi,G., Bozzi,G., Violin,M., Galli,M., Zazzi,M., Angarano,G. and Balotta,C.",60_BC,,
PM24978029,24978029,2014,,3,3,Identification and Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF59_01B) Identified among Men-Who-Have-Sex-with-Men in China,"Zhang,W., Han,X., An,M., Zhao,B., Hu,Q., Chu,Z., Xu,J., Cai,W., Chen,X., Fu,J., Wang,Z., Wu,J., Lu,L., Zhuang,M., Wu,H., Yan,H., Liao,C., Takebe,Y. and Shang,H.",59_01B,,
PM25050828,25050828,2014,,3,3,"Short Communication: Molecular Epidemiology, Phylogeny, and Phylodynamics of CRF63_02A1, a Recently Originated HIV-1 Circulating Recombinant Form Spreading in Siberia","Shcherbakova,N.S., Shalamova,L.A., Delgado,E., Fernandez-Garcia,A., Vega,Y., Karpenko,L.I., Ilyichev,A.A., Sokolov,Y.V., Shcherbakov,D.N., Perez-Alvarez,L. and Thomson,M.M.",63_02A1,,
PM26294622,26294622,2015,,14,3,Characterization of Novel HIV-1 Intersubtype CRF01_AE/C and A1/C Recombinants from India,"Pandey,S.S., Thakar,M. and Paranjape,R.",01C; A1C,,
PM26543107,26543107,2015,,3,3,Genome Sequence of Complex HIV-1 Unique Recombinant Forms Sharing a Common Recombination Breakpoint Identified in Malaysia,"Cheong,H.T., Ng,K.T., Ong,L.Y., Takebe,Y., Chan,K.G., Koh,C., Al-Darraji,H.A., Kamarulzaman,A. and Tee,K.K.",01B,,
PM28178277,28178277,2017,,,3,"Paucity of Intact Non-Induced Provirus with Early, Long-Term Antiretroviral Therapy of Perinatal HIV Infection","Rainwater-Lovett,K., Ziemniak,C., Watson,D., Luzuriaga,K., Siberry,G., Petru,A., Chen,Y., Uprety,P., McManus,M., Ho,Y.C., Lamers,S.L. and Persaud,D.",; C,,
PM28557610,28557610,2017,,,3,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF79_0107) Identified from Shanxi, China","Li,Y., Feng,Y., Li,F., Xue,Z., Hu,J., Xing,H., Ruan,Y. and Shao,Y.",79_0107,,
HS0sSLdxL7fiWW224WwiNxJQ,,,,95,2,DNA/MVA Vaccination of Drug-Treated HIV Patients; Elicitation of Immune Responses Without Control of Re-emergent Virus,"Thompson,M., Heath,S., Brown,S.J., Sweeton,B., Williams,K., Cunningham,P., Viljanen,M., Keele,B.F., Palmer,B., Frahm,N., Xu,Y., Basu,R., Kwa,S. and Robinson,H.L.",B,,
HS1WBDSo50WdOsPcEAsEoiwQ,,,,,2,Multiple HIV-1/m + HIV-1/o dual infections and new HIV-1/mo inter-group recombinant forms detected in Cameroon,"De Oliveira,F., Mourez,T. and Vessiere,A.",02O; DO,,
HS4vKHDwwHpgO0_ql_-9g5vA,,1998,,,2,Direct Submission,"Laukkanen,T. and Salminen,M.O.",02_AG; A1,,
HS5OmUW4eWCV4APzcPu7L7lg,,,,,2,Construction and characterization of HIV-1 CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE,,
HS6kiUxP7w9R5MBJlc-VI9pg,,,,,2,Infectious DNA clones of HIV-1 subtype A,"Tatsumi,M. and Matsuda,M.",A1,,
HS9VuzjuiZT_Tt6egOmtq-zg,,,,,2,Molecular characterization of subtype F infectious molecular clones possibly derived from Brazil,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",BF1,,
HS9pxhnKgSLwSZ5k3-irGLxw,,,,,2,"Epidemiologic and Genetic Characterization of Human Immunodeficiency Virus Type I Infection In Liaoning Province, China","Han,X., Dai,D., Zhao,B., Liu,J., Ding,H., Zhang,M., Hu,Q. and Shang,H.",B,Unpublished,
HSCcS7j0nlbxJWqqVfZUXPAw,,,,,2,HIV-1 Evolution Following Transmission to an HLA-B*5801 Positive Subject,"Blankson,J.N., O'Connell,K.A. and Siliciano,R.F.",B,,
HSF6Ra1x9tO01uvmdqIJvkTQ,,2005,,,2,Identification of a novel HIV-1 complex circulating recombinant form (CRF18_cpx) of Central African origin in Cuba,"Thomson,M., Casado,G., Sierra,M. and Najera,R.",18_cpx,,
HSIGIDAi6cVd1SLq79kxIx1Q,,,,,2,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Hirano,R. and Tatsumi,M.",B,,
HSOEFjmnZHBDSykzsXD2dbow,,,,,2,"Characterization of HIV-1 full length gag gene from IDU of Manipur, India","Sengupta,S. and Chakrabarti,S.",B; C,,
HSQ93cGYcYAJGRnwiEr2m8pw,,,,,2,Construction and characterization of mosaic HIV-1 infectious molecular clones among CRF02_AG and CRF06_cpx derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",0206; 06_cpx,,
HSRDVYVJSjPkibRZL26C6h9w,,,,,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Kilembe,W., Allen,S., Hunter,E. and Gao,F.",C,,
HST710U71av7ZK0Ho2bHqioQ,,,,,2,A new generation of recombinants between CRF02_AG and subtype A detected in Ghana : analysis by infectious molecular clones,"Takekawa,N., Sakamoto,Y., Kinomoto,M., Nii-Trebi,N., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T., Sata,T. and Tatsumi,M.",02D; 02G,,
HSW86y2JpGlKogGLRJhQ7Ezw,,,,,2,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSb_o5EDveUXTBRvGJ4ShJpw,,,,,2,HIV-1/MO recombinants detection in France: impact on diagnosis and therapeutic management,"De Oliveira,F., Cappy,P. and Lemee,V.",A1O,,
HSbksUVBdaw2n8NGML0sfOWw,,,,,2,Near full-length sequences of HIV-1 in Korean infected with Korean subclade B,"Cho,Y.-K.",B,,
HScD4tBQu0ekWo15k9ON5Xfw,,,,45,2,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,"Sakamoto,Y., Takekawa,N., Hashimoto,O., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M.",01_AE,,
HSdsDTvumJ6wU1gqhnFmCAOA,,,,,2,Infection with defective virus results in different clinical outcomes of infection in three HIV-1 infected individuals,"Buckheit,R.W. III and Blankson,J.N.",B,,
HSdwa103xJHcyrkexOu9yjGg,,,,35,2,HIV-1 superinfection with a triple class drug resistant strain in a patient successfully controlled with antiretroviral treatment,"Mullins,J.I., Pantaleo,G., Bart,P.-A., Castro,E., Zhao,H. and Cavassini,M.",B,,
HSgJLEGPWSLqCT6YVWjNI-Wg,,,,,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Singh,H., Fulidou,V., Denny,T.N. and Gao,F.",A6,,
HSiHtFb_NgVRt10D9Nnl-t-Q,,,,,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Sanabani,S., Busch,M.P., Denny,T.N. and Gao,F.",D; F1,,
HSmHpkQKxsGQR2BZQwxJr3xg,,,,,2,Construction and characterization of naive HIV-1 subtype A infectious molecular clones derived from Rwanda patients for reference,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",A1,,
HSnP5vyNQgErfAgOfvViSyKw,,1988,,,2,"Variants of lav viruses, their dna- and protein components and their uses, particularly for diagnostic purposes and for the preparation of immunogenic compositions","Alizon,M., Sonigo,P., Wain-Hobson,S. and Montagnier,L.",A1DK; D,,
HSoCbISwGU7kI-Xv2zvC5wDA,,,,,2,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSomzPW37VtoBllsFNAH8C4A,,,,,2,"Near Full-length Genome Analyses of a Novel HIV-1 Circulating Recombinant Form, CRF63_01B, Identified among MSM in China","Li,X.",59_01B,,
HSrCu39Wa3dn-089HVtpUYfw,,,,,2,Construction and characterization of multidrug-resistant HIV-1 subtype B infectious molecular clones derived from Japanese patients for reference,"Sato,M., Takekawa,N., Sakamoto,Y., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSsHkeVihmCZqw3pHSaTC7hA,,,,,2,New and Old Complex Recombinant HIV-1 Strains Among Patients with Primary Infection in 1996-2006 in France: the French ANRS CO06 Primo Cohort Study,"Frange,P., Galimand,J., Vidal,N., Goujard,C., Deveau,C., Souala,F., Peeters,M., Meyer,L., Rouzioux,C. and Chaix,M.-L.",45_cpx; BCU,,
HSt511od6hx3xKYRwFkrx_vw,,2015,,,2,Direct Submission,"Li,J., Li,L., Li,H., Li,J. and Yang,S.",0108; 01B,,
HSvuB8X-gyGQNDlk4_D7okig,,,,,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Karita,E., Allen,S., Hunter,E. and Gao,F.",A1; CD,,
HSzMSWwAIagbdviVecijc_VA,,1996,,,2,Intrapatient sequence variation of the gag gene of human immunodeficiency virus type 1 plasma virions,"Yoshimura,F.K., Diem,K., Learn,G.H. Jr., Riddell,S. and Corey,L.",B,,
PM10052760,10052760,1999,,2,2,Virtually full-length sequences of HIV type 1 subtype J reference strains,"Laukkanen,T., Albert,J., Liitsola,K., Green,S.D., Carr,J.K., Leitner,T., McCutchan,F.E. and Salminen,M.O.",J,,
PM10196337,10196337,1999,,4,2,"Subtypes of human immunodeficiency virus type 1 and disease stage among women in Nairobi, Kenya","Neilson,J.R., John,G.C., Carr,J.K., Lewis,P., Kreiss,J.K., Jackson,S., Nduati,R.W., Mbori-Ngacha,D., Panteleeff,D.D., Bodrug,S., Giachetti,C., Bott,M.A., Richardson,B.A., Bwayo,J., Ndinya-Achola,J. and Overbaugh,J.",A1; D,,
PM10357470,10357470,1999,,2,2,Molecular analysis of the full-length genome of HIV type 1 subtype I: evidence of A/G/I recombination,"Nasioulas,G., Paraskevis,D., Magiorkinis,E., Theodoridou,M. and Hatzakis,A.",04_cpx,,
PM10580411,10580411,1999,,5,2,Differential stability of the mRNA secondary structures in the frameshift site of various HIV type 1 viruses,"Chang,S.Y., Sutthent,R., Auewarakul,P., Apichartpiyakul,C., Essex,M. and Lee,T.H.",01_AE,,
PM10754387,10754387,2000,,2,2,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 isolates,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield,C., Deacon,N.J. and McPhee,D.A.",B,,
PM10954895,10954895,2000,,2,2,Near full-length genome analysis of HIV type 1 CRF02.AG subtype C and CRF02.AG subtype G recombinants,"Janssens,W., Salminen,M.O., Laukkanen,T., Heyndrickx,L., van der,Auwera., Colebunders,R., McCutchan,F.E. and van der Groen,G.",02C; A1G,,
PM10983640,10983640,2000,,2,2,HIV-1 subtype H near-full length genome reference strains and analysis of subtype-H-containing inter-subtype recombinants,"Janssens,W., Laukkanen,T., Salminen,M.O., Carr,J.K., Van der Auwera,G., Heyndrickx,L., van der Groen,G. and McCutchan,F.E.",H,,
PM11070028,11070028,2000,,5,2,"A recent outbreak of human immunodeficiency virus type 1 infection in southern China was initiated by two highly homogeneous, geographically separated strains, circulating recombinant form AE and a novel BC recombinant","Piyasirisilp,S., McCutchan,F.E., Carr,J.K., Sanders-Buell,E., Liu,W., Chen,J., Wagner,R., Wolf,H., Shao,Y., Lai,S., Beyrer,C. and Yu,X.F.",01_AE; 08_BC,,
PM11112486,11112486,2000,,8,2,Construction and biological characterization of infectious molecular clones of HIV-1 subtypes B and E (CRF01_AE) generated by the polymerase chain reaction,"Salminen,M.O., Ehrenberg,P.K., Mascola,J.R., Dayhoff,D.E., Merling,R., Blake,B., Louder,M., Hegerich,S., Polonis,V.R., Birx,D.L., Robb,M.L., McCutchan,F.E. and Michael,N.L.",01_AE; B,,
PM11429129,11429129,2001,,2,2,Full-length sequences of two CRF01_ae (subtype e) HIV type 1 isolates from 1995 samples of patients with sexually transmitted diseases in Thailand,"Auwanit,W., Mukai,T., Ayuthaya,P.I., Kurata,T. and Ikuta,K.",01_AE,,
PM11504977,11504977,2001,,9,2,High proportion of unrelated HIV-1 intersubtype recombinants in the Mbeya region of southwest Tanzania,"Hoelscher,M., Kim,B., Maboko,L., Mhalu,F., von Sonnenburg,F., Birx,D.L. and McCutchan,F.E.",A1; A1C,,
PM12172086,12172086,2002,,2,2,High HIV-1 genetic diversity in Cuba,"Cuevas,M.T., Ruibal,I., Villahermosa,M.L., Diaz,H., Delgado,E., Parga,E.V., Perez-Alvarez,L., de Armas,M.B., Cuevas,L., Medrano,L., Noa,E., Osmanov,S., Najera,R. and Thomson,M.M.",19_cpx,,
PM14601597,14601597,2003,,15,2,Molecular cloning and analysis of full-length genome of HIV type 1 strains prevalent in countries of the former Soviet Union,"Masharsky,A.E., Klimov,N.A. and Kozlov,A.P.",03_AB; A6,,
PM14686322,14686322,2003,,2,2,Full-length genome characterization of HIV type 1 subtype C isolates from two slow-progressing perinatally infected siblings in South Africa,"Papathanasopoulos,M.A., Patience,T., Meyers,T.M., McCutchan,F.E. and Morris,L.",C,,
PM16103177,16103177,2005,,5,2,Broad cross-clade T-cell responses to gag in individuals infected with human immunodeficiency virus type 1 non-B clades (A to G): importance of HLA anchor residue conservation,"Geels,M.J., Dubey,S.A., Anderson,K., Baan,E., Bakker,M., Pollakis,G., Paxton,W.A., Shiver,J.W. and Goudsmit,J.",D; DF,,
PM16284528,16284528,2005,,2,2,Identification of a novel HIV-1 circulating ADG intersubtype recombinant form (CRF19_cpx) in Cuba,"Casado,G., Thomson,M.M., Sierra,M. and Najera,R.",1819; 19_cpx,,
PM16973556,16973556,2006,,335,2,Selection on the human immunodeficiency virus type 1 proteome following primary infection,"Liu,Y., McNevin,J., Cao,J., Zhao,H., Genowati,I., Wong,K., McLaughlin,S., McSweyn,M.D., Diem,K., Stevens,C.E., Maenza,J., He,H., Nickle,D.C., Shriner,D., Holte,S.E., Collier,A.C., Corey,L., McElrath,M.J. and Mullins,J.I.",B,,
PM17331038,17331038,2007,,4,2,Genomic analysis of HIV type 1 strains derived from a mother and child pair of long-term nonprogressors,"Reinis,M., Weiser,B., Kuiken,C., Dong,T., Lang,D., Nachman,S., Zhang,Y., Rowland-Jones,S. and Burger,H.",B,,
PM18160020,18160020,2007,,2,2,New insights into the origin of the HIV type 1 subtype A epidemic in former Soviet Union's countries derived from sequence analyses of preepidemically transmitted viruses,"Thomson,M.M., de Parga,E.V., Vinogradova,A., Sierra,M., Yakovlev,A., Rakhmanova,A., Delgado,E., Casado,G., Munoz,M., Carmona,R., Vega,Y., Perez-Alvarez,L., Contreras,G., Medrano,L., Osmanov,S. and Najera,R.",A6,,
PM18205216,18205216,2008,,4,2,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",02B; 06_cpx,,
PM18373434,18373434,2008,,2,2,Full-length characterization of A1/D intersubtype recombinant genomes from a therapy-induced HIV type 1 controller during acute infection and his noncontrolling partner,"Fomsgaard,A., Vinner,L., Therrien,D., Jorgensen,L.B., Nielsen,C., Mathiesen,L., Pedersen,C. and Corbet,S.",A1D,,
PM18495769,18495769,,,14,2,Transmission of human immunodeficiency virus type 1 from a patient who developed AIDS to an elite suppressor,"Bailey,J.R., O'Connell,K., Yang,H.C., Han,Y., Xu,J., Jilek,B., Williams,T.M., Ray,S.C., Siliciano,R.F. and Blankson,J.N.",B,,
PM19587031,19587031,2009,,2,2,Gag determinants of fitness and drug susceptibility in protease inhibitor-resistant human immunodeficiency virus type 1,"Parry,C.M., Kohli,A., Boinett,C.J., Towers,G.J., McCormick,A.L. and Pillay,D.",B,,
PM19943791,19943791,2009,,4,2,"Near full-length genome characterization of a newly identified HIV type 1 subtype F variant circulating in St. Petersburg, Russia","Fernandez-Garcia,A., Cuevas,M.T., Vinogradova,A., Rakhmanova,A., Perez-Alvarez,L., de Castro,R.O., Osmanov,S. and Thomson,M.M.",F1,,
PM20618102,20618102,2010,,4,2,Identification of a new HIV type 1 circulating BF intersubtype recombinant form (CRF47_BF) in Spain,"Fernandez-Garcia,A., Perez-Alvarez,L., Cuevas,M.T., Delgado,E., Munoz-Nieto,M., Cilla,G., Iribarren,J.A., Pinilla,M., Ocampo,A., Miralles,C., Perez-Castro,S., Gonzalez-Galeano,M., de Castro,R.O., Trigo,M., Garcia,V., Sanchez,A.M. and Thomson,M.M.",47_BF,,
PM20854198,20854198,2010,,6,2,Prolonged Control of an HIV Type 1 Escape Variant Following Treatment Interruption in an HLA-B*27-Positive Patient,"O'Connell,K.A., Pelz,R.K., Dinoso,J.B., Dunlop,E., Paik-Tesch,J., Williams,T.M. and Blankson,J.N.",B,,
PM20977352,20977352,2011,,2,2,Identification and Characterization of Two New HIV Type 1 Unique (B/C) Recombinant Forms in China,"Liu,Y., Li,L., Yang,S., Bao,Z., Li,H., Wang,Z., Zhuang,D., Liu,S., Chen,L., Fan,Y., Zhong,M., Gao,L., Wang,X. and Li,J.",57_BC; BC,,
PM21902589,21902589,2012,,2,2,Near Full-Length Sequence Analysis of Two New HIV Type 1 Unique (CRF01_AE/B) Recombinant Forms Among Men Who Have Sex with Men in China,"Wang,W., Meng,Z., Zhou,M., Guo,C., Zhang,F., Xu,J. and Zhang,X.",01B; 55_01B,,
PM21992982,21992982,2011,,3,2,Predictors for Recombinant HIV Infection in a Thai Cohort,"Khawcharoenporn,T., Apisarnthanarak,A., Gesprasert,G., Jaiyen,Y., Mundy,L.M. and Thitithanyanont,A.",01_AE,,
PM22997419,22997419,2012,,3,2,Genome Sequences of a Novel HIV-1 CRF53_01B Identified in Malaysia,"Chow,W.Z., Al-Darraji,H., Lee,Y.M., Takebe,Y., Kamarulzaman,A. and Tee,K.K.",53_01B,,
PM23792741,23792741,2013,,2,2,Genome Sequences of a Novel HIV-1 Circulating Recombinant Form (CRF59_01B) Identified among Men Who Have Sex with Men in Northeastern China,"Han,X., An,M., Zhang,W., Zhao,B., Chu,Z., Takebe,Y. and Shang,H.",59_01B,,
PM23941304,23941304,2013,,60,2,Clonal amplification and maternal-infant transmission of nevirapine-resistant HIV-1 variants in breast milk following single-dose nevirapine prophylaxis,"Permar,S.R., Salazar,M.G., Gao,F., Cai,F., Learn,G.H., Kalilani,L., Hahn,B.H., Shaw,G.M. and Salazar-Gonzalez,J.F.",C,,
PM24205935,24205935,2014,,4,2,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF57_BC) Identified from Yunnan, China","Wei,H., Liu,Y., Feng,Y., Hsi,J., Xing,H., He,X., Liao,L., Yutaka,T., Li,J. and Shao,Y.",57_BC,,
PM24926063,24926063,2014,,2,2,Genetic Characterization of HIV-1 Subtype D Near-Full-Length Proviral Genomes by Illumina Massively Parallel Sequencing Technology,"Pessoa,R., Lopes,M.E. and Sanabani,S.S.",D,,
PM25356726,25356726,2014,,137,2,"Molecular Epidemiology of HIV-1 in Jilin Province, Northeastern China: Emergence of a New CRF07_BC Transmission Cluster and Intersubtype Recombinants","Li,X., Zang,X., Ning,C., Feng,Y., Xie,C., He,X., Takebe,Y., Sun,L., Guo,Q., Xing,H., Kalish,M.L. and Shao,Y.",0107; 01BC,,
