PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
PM25482475,,25482475,,1,In Vitro Selection of HIV-1 CRF08_BC Variants Resistant to Reverse Transcriptase Inhibitors,"Wu,H., Zhang,X.M., Zhang,H.J., Zhang,Q., Chen,Z., ",,
PM25492033,,25492033,,7,"Sequencing and Phylogenetic Analysis of Near Full-Length HIV-1 Subtypes A, B, G and Unique Recombina","Wilkinson,E., Holzmayer,V., Jacobs,G.B., de Olivei",,
PM25495675,,25495675,,2,Genomic characterization of two novel HIV-1 second-generation recombinant forms among men who have s,"Li,Z., Wei,H., Feng,Y., Li,J., Kalish,M.L., Lu,H.,",,
PM25495675,,25495675,,2,Genomic Characterization of Two Novel HIV-1 Second-Generation Recombinant Forms Among Men Who Have S,"Li,Z., Wei,H., Feng,Y., Li,J., Kalish,M.L., Lu,H.,",,
PM25500294,,25500294,,1,Molecular characterization of a new mosaic Simian Immunodeficiency Virus in a naturally infected tan,"Ayouba,A., Njouom,R., Chia,J.E., Ahuka-Mundeke,S.,",,
PM25517728,,25517728,,1,Identification and Genetic Characterization of Unique HIV-1 A1/C Recombinant Strain in South Africa,"Musyoki,A.M., Rakgole,J.N., Selabe,G. and Mphahlel",,
PM25523403,,25523403,,4,Genetic Characterization of Near Full Length SIVdrl Genomes from Four Captive Drills (Mandrillus leu,"Dietrich,U., Landersz,M., Stahl-Hennig,C., Geiger,",,
PM25560398,,25560398,,676,CRF07_BC strain dominates the HIV-1 epidemic in injection drug users in Liangshan prefecture of Sich,"Li,L., Wei,D., Hsu,W., Li,T., Gui,T., Wood,C., Liu",Naive,
PM25569444,,25569444,,90,Transmitted Virus Fitness and Host T Cell Responses Collectively Define Divergent Infection Outcomes,"Yue,L., Pfafferott,K.J., Baalwa,J., Conrod,K., Don",,
PM2559749,,2559749,,1,A highly defective HIV-1 strain isolated from a healthy Gabonese individual presenting an atypical w,"Huet,T., Dazza,M.C., Brun-Vezinet,F., Roelants,G.E",,
PM25622054,,25622054,,4,Viral envelope is a major determinant of enhanced fitness of a multidrug-resistant HIV-1 variant,"Mohri,H., Prada,N. and Markowitz,M.",,
PM25642847,,25642847,,308,Structured observations reveal slow HIV-1 CTL escape,"Roberts,H.E., Hurst,J., Robinson,N., Brown,H., Fla",,
PM25653132,,25653132,,4,Epidemiological and Molecular Characteristics of HIV Infection among Money Boys and General Men Who ,"Yan,H., Ding,Y., Wong,F.Y., Ning,Z., Zheng,T., Neh",,
PM25653132,,25653132,,1,Epidemiological and Molecular Characteristics of HIV Infection among Money Boys and General Men Who ,"Yan,H., Ding,Y., Wong,F.Y., Ning,Z., Zheng,T., Neh",,
HSIYG5zYxo6VnKHjPv3112jA,PM25654164,25654164,2015,21,A new HIV-1 B/F1 unique recombinant form (URF) outbreak in Luxembourg: near full-length genome chara,"Struck,D., Roman,F., Lambert,C., Masquelier,C., Se",Naive,
PM25712966,,25712966,,1608,Longitudinal genetic characterization reveals that cell proliferation maintains persistent HIV-1 dur,"von Stockenstrom,S., Odevall,L., Lee,E., Sinclair,",,
PM25730868,,25730868,,127,"Replicative fitness of transmitted HIV-1 drives acute immune activation, proviral load in memory CD4","Claiborne,D.T., Prince,J.L., Scully,E., Macharia,G",Naive,
PM25733890,,25733890,,6,Origin of the HIV-1 group O epidemic in western lowland gorillas,"Darc,M., Ayouba,A., Esteban,A., Learn,G.H., Boue,V",,
PM25738513,,25738513,,46,A Rapid Expansion of HIV-1 CRF63_02A1 Among Newly Diagnosed HIV-Infected Individuals in the Tomsk Re,"Gashnikova,N.M., Bogachev,V.V., Baryshev,P.B., Tot",,
PM25748656,,25748656,,1,"Genetic Characterization of a Unique Recombinant Originating from CRF55_01B, CRF01_AE, and CRF07_BC ","Gui,T., Zhao,J., Sun,C., Chen,L., Liu,Y., Zheng,C.",,
PM25781986,,25781986,,647,High Frequency of Transmitted HIV-1 Gag HLA Class I-Driven Immune Escape Variants but Minimal Immune,"Gounder,K., Padayachi,N., Mann,J.K., Radebe,M., Mo",Naive,
PM2578227,,2578227,,1,Appendix B: ARV-2 genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM2578615,,2578615,,2,"Complete nucleotide sequence of the AIDS virus, HTLV-III","Wong-Staal,F., Gallo,R.C., Chang,N.T., Ghrayeb,J.,",,
PM2578615,,2578615,,1,Appendix B: HTLV-3/LAV genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM2578615,,2578615,,1,Appendix B: HTLV-3 genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM25807147,,25807147,,21,The Combination of Phylogenetic Analysis with Epidemiological and Serological Data to Track HIV-1 Tr,"Chen,M., Ma,Y., Yang,C., Yang,L., Chen,H., Dong,L.",,
PM25886933,,25886933,,23,Comprehensive Characterization of the Transmitted/founder env Genes from a Single MSM Cohort in Chin,"Chen,Y., Li,N., Zhang,T., Huang,X., Cai,F., Vander",,
PM25889106,,25889106,,37,"HIV-1 diversity in an antiretroviral treatment naive cohort from Bushbuckridge, Mpumalanga Province,","Msimanga,P.W., Vardas,E. and Engelbrecht,S.",,
PM25900654,,25900654,,1,Neutralization properties of simian immunodeficiency viruses infecting chimpanzees and gorillas,"Barbian,H.J., Decker,J.M., Bibollet-Ruche,F., Gali",,
PM25919760,,25919760,,40,Genetic Changes in HIV-1 Gag-Protease Associated with Protease Inhibitor-Based Therapy Failure in Pe,"Giandhari,J., Basson,A.E., Coovadia,A., Kuhn,L., A",Rx-PI,
PM2594088,,2594088,,1,A highly divergent HIV-2-related isolate,"Dietrich,U., Adamski,M., Kreutz,R., Seipp,A., Kuhn",,
PM25962473,,25962473,,1,"CRF01_AE/B/C, a Novel Drug-Resistant HIV-1 Recombinant in Men Who Have Sex with Men in Beijing, Chin","Yan,J., Xin,R., Li,Z., Feng,Y., Lu,H., Liao,L., Ru",,
PM25970165,,25970165,,1,Near Full-Length Identification of a Novel HIV-1 CRF01_AE/B/C Recombinant in Northern Myanmar,"Zhou,Y.H., Chen,X., Liang,Y.B., Pang,W., Qin,W.H.,",,
PM26018591,,26018591,,29,Development of an HIV-1 Subtype Panel in China: Isolation and Characterization of 30 HIV-1 Primary S,"Han,J., Liu,S., Guo,W., Bao,Z., Wang,X., Li,L., Li",Naive,
PM26021911,,26021911,,1,Novel HIV-1 Recombinant Identified in a Foreign Heterosexual Resident in Japan: Relatedness to Recen,"Kusagawa,S., Yokota,Y., Negishi,M., Kondo,M., Mata",,
PM26038495,,26038495,,6,A gorilla reservoir for human T-lymphotropic virus type 4,"LeBreton,M., Switzer,W.M., Djoko,C.F., Gillis,A., ",,
PM26041893,,26041893,,649,Long-Range HIV Genotyping Using Viral RNA and Proviral DNA for Analysis of HIV Drug Resistance and H,"Novitsky,V., Zahralban-Steele,M., McLane,M.F., Moy",,
PM26058342,,26058342,,2,Genomic Characterization of Two Novel HIV-1 Unique (CRF01_AE/B) Recombinant Forms Among Men Who Have,"Li,Z., Li,J., Feng,Y., Kalish,M.L., Lu,H., Yin,L.,",,
PM26066756,,26066756,,6,Cocirculation of Several Similar But Unique HIV-1 Recombinant Forms in Guinea-Bissau Revealed by Nea,"Palm,A.A., Esbjornsson,J., Mansson,F., Biague,A., ",Naive,
PM26082240,,26082240,,560,HIV-infected sex workers with beneficial HLA-variants are potential hubs for selection of HIV-1 reco,"Chang,C.H., Kist,N.C., Chester,T.L., Sreenu,V.B., ",,
PM2611042,,2611042,,1,Genomic divergence of HIV-2 from Ghana,"Hasegawa,A., Tsujimoto,H., Maki,N., Ishikawa,K., M",,
PM26115688,,26115688,,24,Subtype-independent near full-length HIV-1 genome sequencing and assembly to be used in large molecu,"Grossmann,S., Nowak,P. and Neogi,U.",Naive,
PM26122980,,26122980,,38,Analysis of Reverse Transcriptase and Protease Genes of HIV for Antiretroviral Drug Resistance in Tr,"Ramkissoon,A.P., Amarakoon,I.I., Hamilton,C.L., Pi",,
PM26122980,,26122980,,1,Analysis of Reverse Transcriptase and Protease Genes of HIV for Antiretroviral Drug Resistance in Tr,"Ramkissoon,A.P., Amarakoon,I.I., Hamilton,C.L., Pi",,
PM26123125,,26123125,,176,The Predominant Cluster of CRF01_AE Circulating Among Newly Diagnosed HIV-1-Positive People in Anhui,"Wu,J., Shen,Y., Zhong,P., Feng,Y., Xing,H., Jin,L.",,
PM26123575,,26123575,,6,Disease progression despite protective HLA expression in an HIV-infected transmission pair,"Brener,J., Gall,A., Batorsky,R., Riddell,L., Buus,",,
PM26196131,,26196131,,6,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among ,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Cha",Naive,
PM26196688,,26196688,,28,Factors Associated with the Development of Drug Resistance Mutations in HIV-1 Infected Children Fail,"Rossouw,T.M., Feucht,U.D., Melikian,G., van Dyk,G.",,
PM26196688,,26196688,,7,Factors Associated with the Development of Drug Resistance Mutations in HIV-1 Infected Children Fail,"Rossouw,T.M., Feucht,U.D., Melikian,G., van Dyk,G.",,
PM26200738,,26200738,,39,Molecular Characterization of the Human Immunodeficiency Virus Type 1 in Women and Their Vertically ,"Vaz,S.N., Giovanetti,M., Rego,F.F., de Oliveira,T.",,
PM26200883,,26200883,,53,HIV-1 Genetic Diversity and Transmitted Drug Resistance Among Recently Infected Individuals at Men W,"Lu,X., Kang,X., Chen,S., Zhao,H., Liu,Y., Zhao,C.,",,
PM26200883,,26200883,,1,HIV-1 Genetic Diversity and Transmitted Drug Resistance Among Recently Infected Individuals at Men W,"Lu,X., Kang,X., Chen,S., Zhao,H., Liu,Y., Zhao,C.,",,
PM26258548,,26258548,,46,Gag-Protease Sequence Evolution Following Protease Inhibitor Monotherapy Treatment Failure in HIV-1 ,"Sutherland,K.A., Goodall,R.L., McCormick,A., Kapaa",Rx-PI,
PM26258568,,26258568,,6,Phylogenetic analysis of HIV-1 CRF65_CPX reveals Yunnan province is still a source contributing to t,"Liu,Y., Gui,T., Jia,L., Li,L., Bao,Z., Li,H., Wang",Naive,
PM26287814,,26287814,,58,The Number and Complexity of Pure and Recombinant HIV-1 Strains Observed within Incident Infections ,"Billings,E., Sanders-Buell,E., Bose,M., Bradfield,",Naive,
PM26294622,,26294622,,14,Characterization of Novel HIV-1 Intersubtype CRF01_AE/C and A1/C Recombinants from India,"Pandey,S.S., Thakar,M. and Paranjape,R.",,
PM26317223,,26317223,,50,Comparison of HIV-1 nef and gag Variations and Host HLA Characteristics as Determinants of Disease P,"Saina,M.C., Bi,X., Lihana,R., Lwembe,R., Ishizaki,",Mixed,
PM26354000,,26354000,,9,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-samp,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngol",Naive,
PM26358613,,26358613,,12,Influence of mutation and recombination on HIV-1 in vitro fitness recovery,"Arenas,M., Lorenzo-Redondo,R. and Lopez-Galindez,C",,
PM26371064,,26371064,,29,"HIV-1 group O infection in Cameroon from 2006 to 2013: Prevalence, genetic diversity, evolution and ","Villabona-Arenas,C.J., Domyeum,J., Mouacha,F., But",,
PM26371064,,26371064,,2,"HIV-1 group O infection in Cameroon from 2006 to 2013: Prevalence, genetic diversity, evolution and ","Villabona-Arenas,C.J., Domyeum,J., Mouacha,F., But",,
PM26375597,,26375597,,11,Extremely High Mutation Rate of HIV-1 In Vivo,"Cuevas,J.M., Geller,R., Garijo,R., Lopez-Aldeguer,",Naive,
PM26378795,,26378795,,156,Heterosexual Transmission of Subtype C HIV-1 Selects Consensus-Like Variants without Increased Repli,"Deymier,M.J., Ende,Z., Fenton-May,A.E., Dilernia,D",Naive,
HSIweqOnjWizzYAaH0p_rMig,PM26381060,26381060,2016,281,HIV-1 Thai B strains has spread out of former plasma donors into general population through sexual c,"Li,L., Sun,G., Zhong,P., Han,J., Li,T., Jia,D., Li",Naive,
PM26413747,,26413747,,554,Mutational heterogeneity in p6 Gag late assembly (L) domains in HIV-1 subtype C viruses from South A,"Neogi,U., Engelbrecht,S., Claassen,M., Jacobs,G., ",,
PM26413747,,26413747,,183,Mutational heterogeneity in p6 Gag late assembly (L) domains in HIV-1 subtype C viruses from South A,"Neogi,U., Engelbrecht,S., Claassen,M., Jacobs,G., ",,
PM26413848,,26413848,,5,Programmatic feasibility of dried blood spots for the virological follow-up of patients on antiretro,"Boillot,F., Serrano,L., Muwonga,J., Kabuayi,J.P., ",,
PM26413848,,26413848,,4,Programmatic feasibility of dried blood spots for the virological follow-up of patients on antiretro,"Boillot,F., Serrano,L., Muwonga,J., Kabuayi,J.P., ",,
PM26414663,,26414663,,31,HIV-1 Transmitted Drug Resistance Mutations in Newly Diagnosed Antiretroviral - Naive Patients in Tu,"Sayan,M., Sargin,F., Inan,D., Yildiz,D.S., Celikba",,
PM26414663,,26414663,,22,HIV-1 Transmitted Drug Resistance Mutations in Newly Diagnosed Antiretroviral - Naive Patients in Tu,"Sayan,M., Sargin,F., Inan,D., Yildiz,D.S., Celikba",,
PM26423943,,26423943,,1,The contribution of epidemiological predictors in unravelling the phylogeographic history of HIV-1 s,"Graf,T., Vrancken,B., Junqueira,D.M., de Medeiros,",,
PM26423943,,26423943,,1,The contribution of epidemiological predictors in unravelling the phylogeographic history of HIV-1 s,"Graf,T., Vrancken,B., Junqueira,D.M., de Medeiros,",,
PM26470641,,26470641,,81,Molecular epidemiology is becoming complex under the dynamic HIV prevalence: The perspective from Ha,"Shao,B., Song,B., Cao,L., Du,J., Sun,D., Lin,Y., W",,
PM2648404,,2648404,,1,Molecular and biological characterization of a replication competent human immunodeficiency type 2 (,"Franchini,G., Fargnoli,K.A., Giombini,F., Jagodzin",,
PM26528581,,26528581,,1,A Novel Drug-Resistant HIV-1 Circulating Recombinant Form CRF76_01B Identified by Near Full-Length G,"Ogawa,S., Hachiya,A., Hosaka,M., Matsuda,M., Ode,H",,
PM26543107,,26543107,,3,Genome Sequence of Complex HIV-1 Unique Recombinant Forms Sharing a Common Recombination Breakpoint ,"Cheong,H.T., Ng,K.T., Ong,L.Y., Takebe,Y., Chan,K.",,
PM26548707,,26548707,,17,Macrophage inflammatory protein-1 beta and interferon gamma responses in Ugandans with HIV-1 acute/e,"Obuku,A.E., Bugembe,D.L., Musinguzi,K., Watera,C.,",,
PM26558549,,26558549,,15,Alarming rates of virological failure and drug resistance in patients on long-term antiretroviral tr,"Konou,A.A., Dagnra,A.Y., Vidal,N., Salou,M., Adam,",,
PM26558549,,26558549,,1,Alarming rates of virological failure and drug resistance in patients on long-term antiretroviral tr,"Konou,A.A., Dagnra,A.Y., Vidal,N., Salou,M., Adam,",,
PM26571151,,26571151,,7,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in J,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., S",Naive,
HSMZJ_6rft-f2yYmHsF6C7Lw,PM26595539,26595539,,728,A strong association of HLA-associated Pol and Gag mutations with clinical parameters in HIV-1 subty,"Tran,V.G., Chikata,T., Carlson,M.J., Murakoshi,H.,",Naive,
PM26599410,,26599410,,16,Phylogeny and Phylogeography of a Recent HIV-1 Subtype F Outbreak among Men Who Have Sex with Men in,"Delgado,E., Cuevas,M.T., Dominguez,F., Vega,Y., Ca",Naive,
HSUP1LoowelsIoqQPx8k_ONQ,PM26599538,26599538,2015,25,Utility of Unbiased Next-Generation Sequencing for HIV Surveillance,"Luk,K.-C., Berg,M.G., Naccache,S.N., Kabre,B., Fed",Naive,
PM26617663,,26617663,,56,Virological outcome among HIV-1 infected patients on first-line antiretroviral treatment in semi-rur,"Konou,A.A., Salou,M., Vidal,N., Kodah,P., Kombate,",,
PM26617663,,26617663,,4,Virological outcome among HIV-1 infected patients on first-line antiretroviral treatment in semi-rur,"Konou,A.A., Salou,M., Vidal,N., Kodah,P., Kombate,",,
PM26667846,,26667846,,2,A Large-scale Survey of CRF55_01B from Men-Who-Have-Sex-with-Men in China: implying the Evolutionary,"Han,X., Takebe,Y., Zhang,W., An,M., Zhao,B., Hu,Q.",,
PM26681241,,26681241,,149,"Monitoring HIV-1 Group M Subtypes in Yaounde, Cameroon Reveals Broad Genetic Diversity and a Novel C","Courtney,C.R., Agyingi,L., Fokou,A., Christie,S., ",,
PM2669897,,2669897,,1,Nucleotide sequences of gag and env genes of a Japanese isolate of HIV-1 and their expression in bac,"Komiyama,N., Hattori,N., Inoue,J., Sakuma,S., Kuri",,
PM26699702,,26699702,,56,A PAN-HIV STRATEGY FOR COMPLETE GENOME SEQUENCING,"Berg,M.G., Yamaguchi,J., Alessandri-Gradt,E., Tell",Naive,
HSmbCmpfhbf4UCkaOZ-SLmRQ,PM26756665,26756665,2016,9,Genetic characterization of six full-length HIV-1 genomes from India reveals a monophyletic lineage ,"Pandey,S.S., Kulkarni,S., Thakar,M. and Paranjape,",Naive,
PM26763952,,26763952,,19,Geographic origin and evolutionary history of Chinas two predominant HIV-1 circulating recombinant f,"Feng,Y., Takebe,Y., Wei,H., He,X., Hsi,J.H., Li,Z.",Naive,
PM26814962,,26814962,,614,Persistent HIV-1 replication maintains the tissue reservoir during therapy,"Lorenzo-Redondo,R., Fryer,H.R., Bedford,T., Kim,E.",,
PM26847649,,26847649,,2,Identification and characterization of two human immunodeficiency virus type 1 unique recombinant fo,"Li,J., Li,L., Yang,S., Li,J., Zhang,M., Yang,C., L",,
PM26847885,,26847885,,1,Complete Genome Sequence of the WHO International Standard for HIV-2 RNA Determined by Deep Sequenci,"Ham,C., Morris,C. and Berry,N.",,
PM26858442,,26858442,,282,Clonally expanded CD4+ T cells can produce infectious HIV-1 in vivo,"Simonetti,F.R., Sobolewski,M.D., Fyne,E., Shao,W.,",,
PM26881451,,26881451,,24,Phylogenetic Analysis of Ethiopian HIV-1 Subtype C Near Full-Length Genomes Reveals High Intrasubtyp,"Amogne,W., Bontell,I., Grossmann,S., Aderaye,G., L",Naive,
PM26885715,,26885715,,3,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B/C (","Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang",,
PM26892263,,26892263,,1,Near Full-Length Genomic Characterization of a Novel HIV type 1 CRF01_AE/CRF07_BC Recombinant form T,"Dong,Z., Shen,Z., Xiong,R., Liang,F., Liang,S., Li",,
PM26892740,,26892740,,5,Characterization of the Near Full-Length Genome of a Novel HIV-1 CRF01_AE/CRF07_BC Recombinant in an,"Lee,N.Y., Wang,J.C., Lin,Y.C., Wu,C.J., Wang,S.W.,",,
PM26892835,,26892835,,9,"Recombinant patterns of nine novel HIV-1 recombinant strains identified in Hebei province, China","Lu,X., Liu,Y., Zhao,H., Zhang,Y., Zhao,C., Chen,S.",Naive,
PM26900693,,26900693,,1,"Identification of an HIV-1 BG Intersubtype Recombinant Form (CRF73_BG), Partially Related to CRF14_B","Fernandez-Garcia,A., Delgado,E., Cuevas,M.T., Vega",,
PM27009513,,27009513,,26,Genotypic characterization of human immunodeficiency virus type 1 derived from antiretroviral therap,"Witaningrum,A.M., Kotaki,T., Khairunisa,S.Q., Yuni",,
PM27018546,,27018546,,1,A Novel HIV-1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) among heterosexuals in Nei Mong,"An,M., Han,X., Zhao,B., Xu,J., Chu,Z. and Shang,H.",,
PM27031505,,27031505,,197,Ultra-Deep Sequencing of HIV-1 near Full-Length and Partial Proviral Genomes Reveals High Genetic Di,"Pessoa,R., Loureiro,P., Esther Lopes,M., Carneiro-",Naive,
PM27047711,,27047711,,1,A putative HIV-1 subtype C/CRF11_cpx unique recombinant from South Africa,"Bessong,P.O. and Iweriebor,B.",,
PM27064278,,27064278,,5,Targeted Isolation of Antibodies Directed against Major Sites of SIV env Vulnerability,"Mason,R.D., Welles,H.C., Adams,C., Chakrabarti,B.K",,
PM27080756,,27080756,,2,"Near Full-Length Genome Sequences of Two Novel HIV-1 Recombinant Forms Detected In Henan Province, C","Li,T., Sun,G., Jia,D., Sun,C., Wang,Z., Liu,S., Li",,
PM27125320,,27125320,,72,High rates of virological failure and drug resistance in perinatally HIV-1-infected children and ado,"Salou,M., Dagnra,A.Y., Butel,C., Vidal,N., Serrano",,
PM27125320,,27125320,,22,High rates of virological failure and drug resistance in perinatally HIV-1-infected children and ado,"Salou,M., Dagnra,A.Y., Butel,C., Vidal,N., Serrano",,
PM27163788,,27163788,,73,Differences in the Selection Bottleneck between Modes of Sexual Transmission Influence the Genetic C,"Tully,D.C., Ogilvie,C.B., Batorsky,R.E., Bean,D.J.",Naive,
PM27169981,,27169981,,10,"Identification of a Novel HIV-1 Circulating Recombinant Form (CRF85_BC) in Sichuan, China","Su,L., Wei,D., Yang,H., Zeng,Y., Hu,Y., Yuan,D., F",Naive,
PM27194762,,27194762,,24,CD8+ T cell breadth and ex vivo virus inhibition capacity distinguish between viremic controllers wi,"Koofhethile,C.K., Ndhlovu,Z.M., Thobakgale-Tshabal",,
PM27231355,,27231355,,1,Complete Genome Sequence of a Reference Stock of Simian Immunodeficiency Virus RNA (SIVmac251/32H/L2,"Jenkins,A., Ham,C., Almond,N. and Berry,N.",,
PM27247230,,27247230,,39,Effective Cytotoxic T Lymphocyte Targeting of Persistent HIV-1 during Antiretroviral Therapy Require,"Smith,K.N., Mailliard,R.B., Piazza,P.A., Fischer,W",,
PM27259365,,27259365,,9,Tracing the origin of a singular HIV-1 CRF45_cpx clade identified in Brazil,"Delatorre,E., de Azevedo,S.S., Rodrigues-Pedro,A.,",,
HSA6aZBYNKudhFjKCIxGlgjw,PM27314585,27314585,,36,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Denny,T.N. and Gao,F.",Naive,
HSA6aZBYNKudhFjKCIxGlgjw,PM27314585,27314585,,13,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Denny,T.N., Busch,M., Stramer,S.",Naive,
HSA6aZBYNKudhFjKCIxGlgjw,PM27314585,27314585,,8,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P.",Naive,
HSA6aZBYNKudhFjKCIxGlgjw,PM27314585,27314585,,8,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P.",Naive,
HSr_TxUpjvxyoFe3dJR8UrrA,PM27314585,27314585,,8,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Kumwenda,J., Taha,T., Cohen,M., ",Naive,
HSIQs54_R5_8-eVbATUaNBLw,PM27314585,27314585,,9,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Cui,H., Sun,H., Geng,W., Shang,H",Naive,
HS9pFjRb44HqVfEvCbAe_6lw,PM27314585,27314585,,6,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates establis,"Hora,B., Chen,Y., Ragupathy,V., Hewlett,I., Denny,",Naive,
PM27353182,,27353182,,1,Near Full-Length Genome Identification of a Novel HIV-1 Recombinant Form (CRF01_AE/CRF07_BC) in Zhej,"Peng,X., Li-Jun,X., Xie,T., Liu,F. and Wu,N.",,
PM27412591,,27412591,,208,Derivation and characterization of pathogenic transmitted/founder molecular clones from SIVsmE660 an,"Lopker,M.J., Del Prete,G.Q., Estes,J.D., Li,H., Re",,
PM27415779,,27415779,,1,Phylogeny and History of the Lost SIV from Crab-Eating Macaques: SIVmfa,"McCarthy,K.R., Johnson,W.E. and Kirmaier,A.",,
PM27432972,,27432972,,206,Defective HIV-1 proviruses produce novel protein-coding RNA species in HIV-infected patients on comb,"Imamichi,H., Dewar,R.L., Adelsberger,J.W., Rehm,C.",Mixed,
PM27434311,,27434311,,4,Features of Recently Transmitted HIV-1 Clade C Viruses that Impact Antibody Recognition: Implication,"Rademeyer,C., Korber,B., Seaman,M.S., Giorgi,E.E.,",,
PM27500724,,27500724,,218,Defective proviruses rapidly accumulate during acute HIV-1 infection,"Bruner,K.M., Murray,A.J., Pollack,R.A., Soliman,M.",Naive,
PM2754611,,2754611,,4,HIV-1 isolates are rapidly evolving quasispecies: evidence for viral mixtures and preferred nucleoti,"Goodenow,M., Huet,T., Saurin,W., Kwok,S., Sninsky,",,
PM2754611,,2754611,,1,HIV-1 isolates are rapidly evolving quasispecies: evidence for viral mixtures and preferred nucleoti,"Goodenow,M., Huet,T., Saurin,W., Kwok,S., Sninsky,",,
PM2765297,,2765297,,1,Biologic and molecular characterization of producer and nonproducer clones from HUT-78 cells infecte,"Federico,M., Titti,F., Butto,S., Orecchia,A., Carl",,
PM27756485,,27756485,,280,Breakthrough infections in the HVTN 503/Phambili Phase 2b HIV-1 vaccine efficacy trial,"Hertz,T., Logan,M.G., Rolland,M., Magaret,C., Rade",Naive,
PM2797181,,2797181,,1,Sequence of a novel simian immunodeficiency virus from a wild-caught African mandrill,"Tsujimoto,H., Hasegawa,A., Maki,N., Fukasawa,M., M",,
PM2806917,,2806917,,1,Nucleotide sequence of HIV1-NDK: a highly cytopathic strain of the human immunodeficiency virus,"Spire,B., Sire,J., Zachar,V., Rey,F., Barre-Sinous",,
PM2823148,,2823148,,1,Relation of HTLV-4 to simian and human immunodeficiency-associated viruses,"Hahn,B.H., Kong,L.I., Lee,S.W., Kumar,P., Taylor,M",,
PM2981635,,2981635,,1,"Nucleotide sequence of the AIDS virus, LAV","Wain-Hobson,S., Sonigo,P., Danos,O., Cole,S. and A",,
PM2982104,,2982104,,1,Appendix B: HTLV-3/LAV genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM3014529,,3014529,,1,Identification of conserved and divergent domains within the envelope gene of the acquired immunodef,"Willey,R.L., Rutledge,R.A., Dias,S., Folks,T., The",,
PM3016298,,3016298,,2,Production of acquired immunodeficiency syndrome-associated retrovirus in human and nonhuman cells t,"Adachi,A., Gendelman,H.E., Koenig,S., Folks,T., Wi",,
PM3025743,,3025743,,2,Molecular cloning and polymorphism of the human immune deficiency virus type 2,"Clavel,F., Guyader,M., Guetard,D., Salle,M., Monta",,
PM3261862,,3261862,,1,Genetic variability between isolates of human immunodeficiency virus (HIV) type 2 is comparable to t,"Zagury,J.F., Franchini,G., Reitz,M., Collalti,E., ",,
PM3369091,,3369091,,1,Envelope sequences of two new United States HIV-1 isolates,"Gurgo,C., Guo,H.G., Franchini,G., Aldovini,A., Col",,
PM3374586,,3374586,,1,"Sequence of simian immunodeficiency virus from African green monkey, a new member of the HIV/SIV gro","Fukasawa,M., Miura,T., Hasegawa,A., Morikawa,S., T",,
PM3490666,,3490666,,1,Molecular cloning and primary nucleotide sequence analysis of a distinct human immunodeficiency viru,"Desai,S.M., Kalyanaraman,V.S., Casey,J.M., Sriniva",,
PM3497350,,3497350,,1,Sequence of simian immunodeficiency virus and its relationship to the human immunodeficiency viruses,"Franchini,G., Gurgo,C., Guo,H.G., Gallo,R.C., Coll",,
PM3646094,,3646094,,1,"Human retrovirses, cancer and AIDS: approach to prevention and therapy","Hirsch,V.M.",,
PM3646751,,3646751,,1,Dual infection of the central nervous system by AIDS viruses with distinct cellular tropisms,"Koyanagi,Y., Miles,S., Mitsuyasu,R.T., Merrill,J.E",,
PM3649576,,3649576,,1,Sequence of simian immunodeficiency virus from macaque and its relationship to other human and simia,"Chakrabarti,L., Guyader,M., Alizon,M., Daniel,M.D.",,
PM6200936,,6200936,,2,Frequent detection and isolation of cytopathic retroviruses (HTLV-III) from patients with AIDS and a,"Gallo,R.C., Salahuddin,S.Z., Popovic,M., Shearer,G",,
