Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
KM048639,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048646,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048647,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048648,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048649,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048650,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048651,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048652,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048657,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048658,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048659,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048660,C,2002,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048661,C,2002,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048670,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048671,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048672,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048673,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048684,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048685,C,2007,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048704,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048705,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048709,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048710,C,2009,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048721,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048722,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048745,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048746,C,2008,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048747,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048748,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048757,C,2004,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048758,C,2004,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048791,C,2004,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048804,C,2003,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048821,C,2004,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048822,C,2004,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048851,C,2003,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048860,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048861,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048865,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048866,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048867,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048868,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048869,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048870,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048877,CD,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048878,CD,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048885,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048886,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048890,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048891,C,2005,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048898,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048899,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
KM048906,C,2006,25013080,HIV transmission. Selection bias at the heterosexual HIV-1 transmission bottleneck,"Carlson,J.M., Schaefer,M., Monaco,D.C., Batorsky,R., Claiborne,D.T., Prince,J., Deymier,M.J., Ende,Z.S., Klatt,N.R., Deziel,C.E., Lin,T.H., Peng,J., Seese,A.M., Shapiro,R., Frater,J., Ndung'U,T., Tang,J., Goepfert,P., Gilmour,J., Price,M.A., Kilembe,W., Heckerman,D., Goulder,P.J., Allen,T.M., Allen,S. and Hunter,E.",2014
