PubID,PubIDCorrection,PMID,PubYr,NumPts,NumIsolates,Title,Authors,RxStatus,
PM23809010,,23809010,,,1,Near Full-Length Genome Sequence of a Novel HIV Type 1 Second-Generation Recombinant Form (CRF01_AE/,"Li,X., Ning,C., He,X., Yang,Y., Xing,H., Hong,K., ",,
PM23811579,,23811579,,,5,Comparison of intradermal and intramuscular delivery followed in vivo electroporation of SIV Env DNA,"Kulkarni,V., Rosati,M., Bear,J., Pilkington,G.R., ",,
PM23814029,,23814029,,,3,Genome Sequences of a Novel HIV-1 Circulating Recombinant Form (CRF61_BC) Identified among Heterosex,"Li,X., Ning,C., He,X., Yang,Y., Li,F., Xing,H., Ho",,
PM23824043,,23824043,,,322,Longitudinal Analysis of CCR5 and CXCR4 Usage in a Cohort of Antiretroviral Therapy-Naive Subjects w,"Jakobsen,M.R., Cashin,K., Roche,M., Sterjovski,J.,",,
PM23824793,,23824793,,,72,CD4+ T Cells Support Production of Simian Immunodeficiency Virus Env Antibodies That Enforce CD4-Dep,"Francella,N., Gwyn,S.E., Yi,Y., Li,B., Xiao,P., El",,
PM2384920,,2384920,,,1,"Viral determinants of human immunodeficiency virus type 1 T-cell or macrophage tropism, cytopathogen","Cheng-Mayer,C., Quiroga,M., Tung,J.W., Dina,D. and",,
PM23853594,,23853594,2013,40,40,Evidence for a Continuous Drift of the HIV-1 Species towards Higher Resistance to Neutralizing Antib,"Bouvin-Pley,M., Morgand,M., Moreau,A., Jestin,P., ",Naive,
PM23874597,,23874597,,,127,"Estimation of HIV Incidence in a Large, Community-Based, Randomized Clinical Trial: NIMH Project Acc","Laeyendecker,O., Piwowar-Manning,E., Fiamma,A., Ku",,
PM23874792,,23874792,,,6,The N276 Glycosylation Site Is Required for HIV-1 Neutralization by the CD4 Binding Site Specific HJ,"Balla-Jhagjhoorsingh,S.S., Corti,D., Heyndrickx,L.",,
PM23874931,,23874931,,,31,HIV-1 Autologous Antibody Neutralization Associates with Mother to Child Transmission,"Baan,E., de Ronde,A., Stax,M., Sanders,R.W., Lucht",PI-Naive,
PM23926352,,23926352,,,170,Limited nucleotide changes in the Rev response element (RRE) during HIV-1 infection alter overall Re,"Sloan,E.A., Kearney,M.F., Gray,L.R., Anastos,K., D",,
PM23939239,,23939239,,,5,Evidence for continuing cross-species transmission of SIVsmm to humans: characterization of a new HI,"Ayouba,A., Akoua-Koffi,C., Calvignac-Spencer,S., E",,
PM23941304,,23941304,,,64,Clonal amplification and maternal-infant transmission of nevirapine-resistant HIV-1 variants in brea,"Permar,S.R., Salazar,M.G., Gao,F., Cai,F., Learn,G",,
PM23972100,,23972100,2013,39,89,Molecular Epidemiology of Early and Acute HIV Type 1 Infections in the United States Navy and Marine,"Heipertz,R.A. Jr., Sanders-Buell,E., Kijak,G., How",Naive,
PM24020838,,24020838,,,1,Development of a novel rhesus macaque model with an infectious R5 simian-human immunodeficiency viru,"Huang,L., Kusagawa,S., Zeng,H., Yang,G., Sun,B., M",,
PM24023951,,24023951,,,2,Selected HIV-1 Env Trimeric Formulations Act as Potent Immunogens in a Rabbit Vaccination Model,"Heyndrickx,L., Stewart-Jones,G., Jansson,M., Schui",,
PM24037943,,24037943,,,115,"Polymorphisms in the HIV-1 gp41 env gene, natural resistance to enfuvirtide (T-20) and pol resistanc","Reis,M.N., de Alcantara,K.C., Cardoso,L.P. and Ste",,
PM24086252,,24086252,,,97,HIV-1 Transmission during Early Antiretroviral Therapy: Evaluation of Two HIV-1 Transmission Events ,"Ping,L.H., Jabara,C.B., Rodrigo,A.G., Hudelson,S.E",,
PM24117037,,24117037,,,1,Evolution of an Attenuated HIV-1 Isolate in an Elite Suppressor,"Salgado,M., Gandhi,S., Buckheit,R.W., Berkenblit,G",,
PM24139306,,24139306,,,2,Discovery and full genome characterization of two highly divergent simian immunodeficiency viruses i,"Lauck,M., Switzer,W.M., Sibley,S.D., Hyeroba,D., T",,
PM24146859,,24146859,,,317,Viral RNA Levels and env Variants in Semen and Tissues of Mature Male Rhesus Macaques Infected with ,"Fieni,F., Stone,M., Ma,Z.M., Dutra,J., Fritts,L. a",,
PM24157908,,24157908,,,3,"Characterization of CRF56_cpx, a new circulating B/CRF02/G recombinant form identified in MSM in Fra","Leoz,M., Feyertag,F., Charpentier,C., Delaugerre,C",,
PM24164454,,24164454,,,1,Near Full-Length Genome Characterization of a New CRF01_AE/CRF08_BC Recombinant Transmitted Between ,"Wang,N., Wei,H., Xiong,R., Zhang,H., Hsi,J.H., Nin",,
PM24164474,,24164474,,,3,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF62_BC) in Western Yunnan of China,"Wei,H., His,J., Feng,Y., Xing,H., He,X., Liao,L., ",,
PM24205935,,24205935,,,2,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF57_BC) Identified from Yunnan, Chi","Wei,H., Liu,Y., Feng,Y., Hsi,J., Xing,H., He,X., L",,
PM24205972,,24205972,,,6,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF64_BC) Identified from Yunnan, Chi","Hsi,J., Wei,H., Xing,H., Feng,Y., He,X., Liao,L., ",,
PM24223892,,24223892,,,46,"Study of the HIV-2 Env Cytoplasmic Tail Variability and Its Impact on Tat, Rev and Nef","Bakouche,N., Vandenbroucke,A.T., Goubau,P. and Rue",,
PM2423250,,2423250,,,2,Identification and characterization of conserved and variable regions in the envelope gene of HTLV-I,"Starcich,B.R., Hahn,B.H., Shaw,G.M., McNeely,P.D.,",,
PM2424612,,2424612,,,2,Genetic variability of the AIDS virus: nucleotide sequence analysis of two isolates from African pat,"Alizon,M., Wain-Hobson,S., Montagnier,L. and Sonig",,
PM24268781,,24268781,,,211,Link between primate lentiviral coreceptor usage and Nef function,"Schmokel,J., Li,H., Shabir,A., Yu,H., Geyer,M., Si",,
PM24279591,,24279591,,,3,Identification of a Novel HIV Type 1 Circulating Recombinant Form (CRF65_cpx) Composed of CRF01_AE a,"Feng,Y., Wei,H., Hsi,J., Xing,H., He,X., Liao,L., ",,
PM24279614,,24279614,,,13,"HIV-1 Genetic Diversity in Russia: CRF63_02A1, a New HIV Type 1 Genetic Variant Spreading in Siberia","Baryshev,P.B., Bogachev,V.V. and Gashnikova,N.M.",Naive,
PM24312453,,24312453,,,2,Adaptation of CD8 T Cell Responses to Changing HIV-1 Sequences in a Cohort of HIV-1 Infected Individ,"Roider,J., Kalteis,A.L., Vollbrecht,T., Gloning,L.",,
PM24324545,,24324545,,,6,Construction and Characterization of Highly Infectious Full-Length Molecular Clones of a HIV-1 CRF07,"Wang,Z., Hong,K., Zhang,J., Zhang,L., Li,D., Ren,L",,
PM24352234,,24352234,,,1629,Immunological and virological mechanisms of vaccine-mediated protection against SIV and HIV,"Roederer,M., Keele,B.F., Schmidt,S.D., Mason,R.D.,",,
PM24369910,,24369910,2013,,165,HIV-1 envelope replication and alpha4beta7 utilization among newly infected subjects and their corre,"Pena-Cruz,V., Etemad,B., Chatziandreou,N., Nyein,P",Naive,
PM24371062,,24371062,,,1,Developing High-Throughput HIV Incidence Assay with Pyrosequencing Platform,"Park,S.Y., Goeken,N., Lee,H.J., Bolan,R., Dube,M.P",,
PM24387762,,24387762,,,6,Phylogenetic Characterization of Six Full-Length HIV-1 Subtype C Molecular Clones from Three Patient,"Hanna,L.E., Neogi,U., Ranga,U., Swaminathan,S. and",,
PM24390323,,24390323,,,18,HLA-B*57 Elite Suppressor and Chronic Progressor HIV-1 Isolates Replicate Vigorously and Cause CD4+ ,"Salgado,M., Swanson,M.D., Pohlmeyer,C.W., Buckheit",Mixed,
PM24446780,,24446780,,,1,Near Full-Length Genome Identification of a Novel HIV-1 Recombinant Form (CRF01_AE/B/C) Among Hetero,"Li,X., Ning,C., Chen,Y., Feng,Y., Wei,M., Xing,H. ",,
PM24454702,,24454702,,,6,Novel HIV-1 recombinants spreading across multiple risk groups in the United Kingdom: the identifica,"Foster,G.M., Ambrose,J.C., Hue,S., Delpech,V.C., F",,
PM24465513,,24465513,,,6,A Newly Emerging HIV-1 Recombinant Lineage (CRF58_01B) Disseminating among People Who Inject Drugs i,"Chow,W.Z., Takebe,Y., Syafina,N.E., Prakasa,M.S., ",,
PM24503998,,24503998,,,1,Complete Genome Sequence of the WHO International Standard for HIV-1 RNA Determined by Deep Sequenci,"Gall,A., Morris,C., Kellam,P. and Berry,N.",,
PM24513704,,24513704,,,14,Characterization of human immunodeficiency virus type 1 CRF01_AE env genes derived from recently inf,"Chaitaveep,N., Utachee,P., Nakamura,S., Chuenchitr",Naive,
PM24521207,,24521207,,,1,Near Full-Length Genome Sequence of a Novel HIV-1 Recombinant Form (CRF01_AE/B) Detected Among Men W,"Li,X., Feng,Y., Yang,Y., Chen,Y., Guo,Q., Sun,L., ",,
HSlp-yk-19tftSDm8ch4pMFA,PM24583617,24583617,2014,194,143,"Epidemiology of HIV-1 subtypes among men who have sex with men in Cape Town, South Africa","Rademeyer,C., Middelkoop,K., Brown,B., Cashmore,T.",Naive,
PM24590074,,24590074,,,141,Developmental pathway for potent V1V2-directed HIV-neutralizing antibodies,"Doria-Rose,N.A., Schramm,C.A., Gorman,J., Moore,P.",,
PM24595023,,24595023,,,1026,The Role of Viral Introductions in Sustaining Community-Based HIV Epidemics in Rural Uganda: Evidenc,"Grabowski,M.K., Lessler,J., Redd,A.D., Kagaayi,J.,",,
PM24601765,,24601765,,,1,"A Novel HIV-1 CRF01_AE/B Recombinant Among Men Who Have Sex with Men in Jiangsu Province, China","Guo,H., Hu,H., Zhou,Y., Yang,H., Huan,X., Qiu,T., ",,
PM24602697,,24602697,,,3,Identification of a new HIV-1 BC circulating recombinant form (CRF60_BC) in Italian young men having,"Simonetti,F.R., Lai,A., Monno,L., Binda,F., Brindi",,
PM24623416,,24623416,,,47,Factors associated with siman immunodeficiency virus transmission in a natural African nonhuman prim,"Ma,D., Jasinska,A.J., Feyertag,F., Wijewardana,V.,",,
PM2467304,,2467304,,,1,Molecular cloning of two west African human immunodeficiency virus type 2 isolates that replicate we,"Kuehnel,H., von Briesen,H., Dietrich,U., Adamski,M",,
PM24675847,,24675847,,,1,"Genome Sequence of a Complex HIV-1 Unique Recombinant Form Involving CRF01_AE, Subtype B, and Subtyp","Chow,W.Z., Nizam,S., Ong,L.Y., Ng,K.T., Chan,K.G.,",,
PM24696477,,24696477,,,146,Pathogenic Features Associated with Increased Virulence upon Simian Immunodeficiency Virus Cross-Spe,"Mandell,D.T., Kristoff,J., Gaufin,T., Gautam,R., M",,
PM24699231,,24699231,,,224,The Genealogical Population Dynamics of HIV-1 in a Large Transmission Chain: Bridging within and amo,"Vrancken,B., Rambaut,A., Suchard,M.A., Drummond,A.",Mixed,
PM24795449,,24795449,,,13,Impact of maraviroc-resistant and low-CCR5-adapted mutations induced by in vitro passage on sensitiv,"Yoshimura,K., Harada,S., Boonchawalit,S., Kawanami",,
PM24798496,,24798496,,,1,"Long-Term Control of Viral Replication in a Group O, Human Immunodeficiency Virus Type 1-Infected In","Buckheit,R.W. III, Sexauer,S.B., Sedaghat,A.R., Wi",,
PM24829409,,24829409,,,1,Boosting of HIV-1 Neutralizing Antibody Responses by a Distally Related Retroviral Envelope Protein,"Uchtenhagen,H., Schiffner,T., Bowles,E., Heyndrick",,
PM24866155,,24866155,,,123,Low level of HIV-1 evolution after transmission from mother to child,"Gijsbers,E.F., van Nuenen,A.C., Torrents de la Pen",Naive,
PM24892359,,24892359,,,1,"Identification of a Novel HIV-1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) in Jilin, Chi","Feng,Y., Li,X., Zang,X., Guo,Q., Sun,L., He,X., Xi",,
PM24892582,,24892582,,,94,Phylogenetic Analysis of HIV Type 1 CRF02_AG in Multiple Genes in Italian and African Patients Livin,"Paolucci,S., Piralla,A., Fiorina,L., Gulminetti,R.",,
PM24925342,,24925342,,,13,Phylogenetic analysis of human immunodeficiency virus type 2 isolated from cuban individuals,"Machado,L.Y., Diaz,H.M., Noa,E., Martin,D., Blanco",,
PM24926043,,24926043,,,5,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF72_BF1) in Deep Sequencing Data fro,"Pessoa,R., Carneiro Proietti,A.B., Busch,M.P. and ",,
PM24926063,,24926063,,,2,Genetic Characterization of HIV-1 Subtype D Near-Full-Length Proviral Genomes by Illumina Massively ,"Pessoa,R., Lopes,M.E. and Sanabani,S.S.",,
PM24948736,,24948736,,,232,HIV-1-induced AIDS in monkeys,"Hatziioannou,T., Del Prete,G.Q., Keele,B.F., Estes",,
PM24978029,,24978029,,,3,Identification and Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF59_01B) Identi,"Zhang,W., Han,X., An,M., Zhao,B., Hu,Q., Chu,Z., X",,
PM24996566,,24996566,,,3,Discovery and full genome characterization of a new SIV lineage infecting red-tailed guenons (Cercop,"Lauck,M., Switzer,W.M., Sibley,S.D., Hyeroba,D., T",,
PM25011556,,25011556,,,22,HIV latency. Proliferation of cells with HIV integrated into cancer genes contributes to persistent ,"Wagner,T.A., McLaughlin,S., Garg,K., Cheung,C.Y., ",,
PM25050828,,25050828,,,3,"Short Communication: Molecular Epidemiology, Phylogeny, and Phylodynamics of CRF63_02A1, a Recently ","Shcherbakova,N.S., Shalamova,L.A., Delgado,E., Fer",,
PM25054885,,25054885,,,2,Full-Length Genome Analyses of Two New Simian Immunodeficiency Virus (SIV) Strains from Mustached Mo,"Liegeois,F., Schmidt,F., Boue,V., Butel,C., Mouach",,
PM25065977,,25065977,,,104,Cooperation of B cell lineages in induction of HIV-1-broadly neutralizing antibodies,"Gao,F., Bonsignori,M., Liao,H.X., Kumar,A., Xia,S.",,
PM25103676,,25103676,,,1,HIV-1 Transmission Among Injection Drug Users Leads To Novel Recombinants Circulating In Southern Ch,"Zhao,K., Du,J., Zheng,W. and Yu,X.F.",,
PM25125210,,25125210,,,717,Single genome analysis reveals genetic characteristics of Neuroadaptation across HIV-1 envelope,"Evering,T.H., Kamau,E., St Bernard,L., Farmer,C.B.",Mixed,
PM25186731,,25186731,,,12,Broad and potent HIV-1 neutralization by a human antibody that binds the gp41-gp120 interface,"Huang,J., Kang,B.H., Pancera,M., Lee,J.H., Tong,T.",,
PM25187546,,25187546,,,47,Characterization of Simian Immunodeficiency Virus (SIV) That Induces SIV Encephalitis in Rhesus Maca,"Matsuda,K., Dang,Q., Brown,C.R., Keele,B.F., Wu,F.",,
PM25202919,,25202919,,,72,Cross-subtype neutralizing antibodies in treatment-naive HIV-1-infected individuals in China and cha,"Liu,S., Ren,C., Li,Y., Yu,H., Wang,J., Sun,F., Zho",Naive,
PM25210191,,25210191,,,105,Envelope Variants Circulating as Initial Neutralization Breadth Developed in Two HIV-Infected Subjec,"Malherbe,D.C., Pissani,F., Sather,D.N., Guo,B., Pa",,
PM25212771,,25212771,,,260,Recombination-mediated escape from primary CD8+ T cells in acute HIV-1 infection,"Ritchie,A., Cai,F., Smith,N., Chen,S., Song,H., Br",,
PM25340817,,25340817,,,2,Cross-Border Sexual Transmission of the Newly Emerging HIV-1 Clade CRF51_01B,"Cheong,H.T., Ng,K.T., Ong,L.Y., Chook,J.B., Chan,K",,
PM25347352,,25347352,,,1,The identification of a novel HIV-1 CRF01_AE/B recombinant using the near full length genome in Jian,"Guo,H., Hu,H., Zhou,Y., Huan,X., Qiu,T., Fu,G., Lu",,
PM25356726,,25356726,,,3,"Molecular Epidemiology of HIV-1 in Jilin Province, Northeastern China: Emergence of a New CRF07_BC T","Li,X., Zang,X., Ning,C., Feng,Y., Xie,C., He,X., T",,
PM25360552,,25360552,,,303,Transmitted/Founder Simian Immunodeficiency Virus Envelope Sequences in Vesicular Stomatitis and Sem,"Gambhira,R., Keele,B.F., Schell,J.B., Hunter,M.J.,",,
PM25366539,,25366539,,,11,HIV infection en route to endogenization: two cases,"Colson,P., Ravaux,I., Tamalet,C., Glazunova,O., Ba",,
PM25398324,,25398324,,,388,Antibody to the gp120 V1/V2 loops and CD4+ and CD8+ T cell responses in protection from SIVmac251 va,"Gordon,S.N., Doster,M.N., Kines,R.C., Keele,B.F., ",,
PM25401747,,25401747,2014,26,23,Deep Sequencing of HIV-1 near Full-Length Proviral Genomes Identifies High Rates of BF1 Recombinants,"Pessoa,R., Watanabe,J.T., Calabria,P., Felix,A.C.,",Naive,
PM25413141,,25413141,2015,47,42,Enhanced detection of viral diversity using partial and near full-length genomes of human immunodefi,"Pessoa,R., Watanabe,J.T., Calabria,P., Alencar,C.S",Naive,
PM25430652,,25430652,,,254,Characterization of HIV-1 envelopes in acutely and chronically infected injection drug users,"Etemad,B., Gonzalez,O.A., White,L., Laeyendecker,O",Naive,
PM25482475,,25482475,,,1,In Vitro Selection of HIV-1 CRF08_BC Variants Resistant to Reverse Transcriptase Inhibitors,"Wu,H., Zhang,X.M., Zhang,H.J., Zhang,Q., Chen,Z., ",,
PM25492033,,25492033,,,7,"Sequencing and Phylogenetic Analysis of Near Full-Length HIV-1 Subtypes A, B, G and Unique Recombina","Wilkinson,E., Holzmayer,V., Jacobs,G.B., de Olivei",,
PM25495675,,25495675,,,2,Genomic characterization of two novel HIV-1 second-generation recombinant forms among men who have s,"Li,Z., Wei,H., Feng,Y., Li,J., Kalish,M.L., Lu,H.,",,
PM25495675,,25495675,,,2,Genomic Characterization of Two Novel HIV-1 Second-Generation Recombinant Forms Among Men Who Have S,"Li,Z., Wei,H., Feng,Y., Li,J., Kalish,M.L., Lu,H.,",,
PM25500294,,25500294,,,1,Molecular characterization of a new mosaic Simian Immunodeficiency Virus in a naturally infected tan,"Ayouba,A., Njouom,R., Chia,J.E., Ahuka-Mundeke,S.,",,
PM25523403,,25523403,,,4,Genetic Characterization of Near Full Length SIVdrl Genomes from Four Captive Drills (Mandrillus leu,"Dietrich,U., Landersz,M., Stahl-Hennig,C., Geiger,",,
PM25569444,,25569444,,,99,Transmitted Virus Fitness and Host T Cell Responses Collectively Define Divergent Infection Outcomes,"Yue,L., Pfafferott,K.J., Baalwa,J., Conrod,K., Don",,
PM2559749,,2559749,,,1,A highly defective HIV-1 strain isolated from a healthy Gabonese individual presenting an atypical w,"Huet,T., Dazza,M.C., Brun-Vezinet,F., Roelants,G.E",,
PM25622054,,25622054,,,4,Viral envelope is a major determinant of enhanced fitness of a multidrug-resistant HIV-1 variant,"Mohri,H., Prada,N. and Markowitz,M.",,
PM25642847,,25642847,,,173,Structured observations reveal slow HIV-1 CTL escape,"Roberts,H.E., Hurst,J., Robinson,N., Brown,H., Fla",,
PM25713386,,25713386,,,311,Large number of rebounding/founder HIV variants emerge from multifocal infection in lymphatic tissue,"Rothenberger,M.K., Keele,B.F., Wietgrefe,S.W., Fle",Unknown,
PM25733890,,25733890,,,5,Origin of the HIV-1 group O epidemic in western lowland gorillas,"Darc,M., Ayouba,A., Esteban,A., Learn,G.H., Boue,V",,
PM25734126,,25734126,2014,50,1451,Low Multiplicity of HIV-1 Infection and No Vaccine Enhancement in VAX003 Injection Drug Users,"Sterrett,S., Learn,G.H., Edlefsen,P.T., Haynes,B.F",Naive,
PM25748656,,25748656,,,1,"Genetic Characterization of a Unique Recombinant Originating from CRF55_01B, CRF01_AE, and CRF07_BC ","Gui,T., Zhao,J., Sun,C., Chen,L., Liu,Y., Zheng,C.",,
PM2578227,,2578227,,,1,Appendix B: ARV-2 genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM2578615,,2578615,,,2,"Complete nucleotide sequence of the AIDS virus, HTLV-III","Wong-Staal,F., Gallo,R.C., Chang,N.T., Ghrayeb,J.,",,
PM2578615,,2578615,,,1,Appendix B: HTLV-3 genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM2578615,,2578615,,,1,Appendix B: HTLV-3/LAV genome,"van Beveren,C.P., Coffin,J. and Hughes,S.",,
PM25793890,,25793890,,,6,Glycans Flanking the Hypervariable Connecting Peptide between the A and B Strands of the V1/V2 Domai,"ORourke,S.M., Sutthent,R., Phung,P., Mesa,K.A., Fr",,
PM25811757,,25811757,2015,27,1612,Compartmentalized Replication of R5 T Cell-Tropic HIV-1 in the Central Nervous System Early in the C,"Sturdevant,C.B., Joseph,S.B., Schnell,G., Price,R.",Naive,
PM25833043,,25833043,,,125,SIVsab Infection of Rhesus Macaques as a Model of Complete Immunological Suppression with Persistent,"Ma,D., Xu,C., Cillo,A.R., Policicchio,B., Kristoff",,
PM25886933,,25886933,,,697,Comprehensive Characterization of the Transmitted/founder env Genes from a Single MSM Cohort in Chin,"Chen,Y., Li,N., Zhang,T., Huang,X., Cai,F., Vander",Naive,
PM25889106,,25889106,,,35,"HIV-1 diversity in an antiretroviral treatment naive cohort from Bushbuckridge, Mpumalanga Province,","Msimanga,P.W., Vardas,E. and Engelbrecht,S.",,
PM25900654,,25900654,,,1,Neutralization properties of simian immunodeficiency viruses infecting chimpanzees and gorillas,"Barbian,H.J., Decker,J.M., Bibollet-Ruche,F., Gali",,
PM2594088,,2594088,,,1,A highly divergent HIV-2-related isolate,"Dietrich,U., Adamski,M., Kreutz,R., Seipp,A., Kuhn",,
PM25962473,,25962473,,,1,"CRF01_AE/B/C, a Novel Drug-Resistant HIV-1 Recombinant in Men Who Have Sex with Men in Beijing, Chin","Yan,J., Xin,R., Li,Z., Feng,Y., Lu,H., Liao,L., Ru",,
PM25970165,,25970165,,,1,Near Full-Length Identification of a Novel HIV-1 CRF01_AE/B/C Recombinant in Northern Myanmar,"Zhou,Y.H., Chen,X., Liang,Y.B., Pang,W., Qin,W.H.,",,
PM26018591,,26018591,,,1,Development of an HIV-1 Subtype Panel in China: Isolation and Characterization of 30 HIV-1 Primary S,"Han,J., Liu,S., Guo,W., Bao,Z., Wang,X., Li,L., Li",,
PM26021911,,26021911,,,1,Novel HIV-1 Recombinant Identified in a Foreign Heterosexual Resident in Japan: Relatedness to Recen,"Kusagawa,S., Yokota,Y., Negishi,M., Kondo,M., Mata",,
PM26038447,,26038447,,,1,Slow immunological progression in HIV-1 CRF07_BC-infected injecting drug users,"Lin,P.H., Lai,C.C., Yang,J.L., Huang,H.L., Huang,M",,
PM26041893,,26041893,2015,90,90,Long-Range HIV Genotyping Using Viral RNA and Proviral DNA for Analysis of HIV Drug Resistance and H,"Novitsky,V., Zahralban-Steele,M., McLane,M.F., Moy",Naive,
PM26058342,,26058342,,,2,Genomic Characterization of Two Novel HIV-1 Unique (CRF01_AE/B) Recombinant Forms Among Men Who Have,"Li,Z., Li,J., Feng,Y., Kalish,M.L., Lu,H., Yin,L.,",,
PM26066756,,26066756,,,6,Cocirculation of Several Similar But Unique HIV-1 Recombinant Forms in Guinea-Bissau Revealed by Nea,"Palm,A.A., Esbjornsson,J., Mansson,F., Biague,A., ",,
PM26083631,,26083631,,,30,A Conserved Glycan in the C2 Domain of HIV-1 Envelope Acts as a Molecular Switch to Control X4 Utili,"Lombardi,F., Nakamura,K.J., Chen,T., Sobrera,E.R.,",Rx-PI,
PM2611042,,2611042,,,1,Genomic divergence of HIV-2 from Ghana,"Hasegawa,A., Tsujimoto,H., Maki,N., Ishikawa,K., M",,
PM26115688,,26115688,2015,24,24,Subtype-independent near full-length HIV-1 genome sequencing and assembly to be used in large molecu,"Grossmann,S., Nowak,P. and Neogi,U.",Naive,
PM26123053,,26123053,,,113,Short Communication: Phylodynamics Analysis of the Human Immunodeficiency Virus Type 1 Envelope Gene,"Santos,L.A., Gray,R.R., Monteiro-Cunha,J.P., Straz",,
PM26123575,,26123575,,,4,Disease progression despite protective HLA expression in an HIV-infected transmission pair,"Brener,J., Gall,A., Batorsky,R., Riddell,L., Buus,",,
PM26158467,,26158467,,,15,The Broad Neutralizing Antibody Responses after HIV-1 Superinfection Are Not Dominated by Antibodies,"Cortez,V., Wang,B., Dingens,A., Chen,M.M., Ronen,K",,
PM26190450,,26190450,,,44,Phylogenetics of HIV-1 subtype G env: greater complexity and older origins than previously reported,"Tongo,M., Essomba,R.G., Nindo,F., Abrahams,F., Nan",,
PM26196131,,26196131,,,3,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among ,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Cha",,
PM26200738,,26200738,,,41,Molecular Characterization of the Human Immunodeficiency Virus Type 1 in Women and Their Vertically ,"Vaz,S.N., Giovanetti,M., Rego,F.F., de Oliveira,T.",,
PM26200883,,26200883,,,45,HIV-1 Genetic Diversity and Transmitted Drug Resistance Among Recently Infected Individuals at Men W,"Lu,X., Kang,X., Chen,S., Zhao,H., Liu,Y., Zhao,C.,",,
PM26237403,,26237403,,,1518,Human Non-neutralizing HIV-1 Envelope Monoclonal Antibodies Limit the Number of Founder Viruses duri,"Santra,S., Tomaras,G.D., Warrier,R., Nicely,N.I., ",,
PM26241860,,26241860,,,190,The Two-Phase Emergence of Non Pandemic HIV-1 Group O in Cameroon,"Leoz,M., Feyertag,F., Kfutwah,A., Mauclere,P., Lac",,
PM26261312,,26261312,,,264,Breakthrough of SIV strain smE660 challenge in SIV strain mac239-vaccinated rhesus macaques despite ,"Burton,S.L., Kilgore,K.M., Smith,S.A., Reddy,S., H",,
PM26287814,,26287814,2015,58,58,The Number and Complexity of Pure and Recombinant HIV-1 Strains Observed within Incident Infections ,"Billings,E., Sanders-Buell,E., Bose,M., Bradfield,",Naive,
PM26294622,,26294622,,,14,Characterization of Novel HIV-1 Intersubtype CRF01_AE/C and A1/C Recombinants from India,"Pandey,S.S., Thakar,M. and Paranjape,R.",,
PM26339063,,26339063,2015,,539,Characterizing the Diverse Mutational Pathways Associated with R5-Tropic Maraviroc Resistance: HIV-1,"Jiang,X., Feyertag,F., Meehan,C.J., McCormack,G.P.",Rx,
PM26354000,,26354000,,,9,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-samp,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngol",Naive,
PM26355218,,26355218,,,253,Strain-Specific V3 and CD4 Binding Site Autologous HIV-1 Neutralizing Antibodies Select Neutralizati,"Moody,M.A., Gao,F., Gurley,T.C., Amos,J.D., Kumar,",,
PM26358613,,26358613,,,12,Influence of mutation and recombination on HIV-1 in vitro fitness recovery,"Arenas,M., Lorenzo-Redondo,R. and Lopez-Galindez,C",,
PM26371064,,26371064,,,38,"HIV-1 group O infection in Cameroon from 2006 to 2013: Prevalence, genetic diversity, evolution and ","Villabona-Arenas,C.J., Domyeum,J., Mouacha,F., But",,
HSIUofdvI083j7e-vkTybJww,PM26372275,26372275,2015,24,271,Identification of HIV-1 genitourinary tract compartmentalization by analyzing the env gene sequences,"Blasi,M., Carpenter,J.H., Balakumaran,B., Cara,A.,",Unknown,
PM26372275,,26372275,2015,35,26,Identification of HIV-1 genitourinary tract compartmentalization by analyzing the env gene sequences,"Blasi,M., Carpenter,J.H., Balakumaran,B., Cara,A.,",Unknown,
PM26375597,,26375597,,,11,Extremely High Mutation Rate of HIV-1 In Vivo,"Cuevas,J.M., Geller,R., Garijo,R., Lopez-Aldeguer,",Naive,
PM26378795,,26378795,,,156,Heterosexual Transmission of Subtype C HIV-1 Selects Consensus-Like Variants without Increased Repli,"Deymier,M.J., Ende,Z., Fenton-May,A.E., Dilernia,D",Naive,
PM26389939,,26389939,,,50,High Rate of Simian Immunodeficiency Virus (SIV) Infections in Wild Chimpanzees in Northeastern Gabo,"Boue,V., Locatelli,S., Boucher,F., Ayouba,A., Bute",,
PM26450412,,26450412,,,1,The external domains of the HIV-1 envelope are a mutational cold spot,"Geller,R., Domingo-Calap,P., Cuevas,J.M., Rossolil",,
PM26457756,,26457756,,,5,Viral variants that initiate and drive maturation of V1V2-directed HIV-1 broadly neutralizing antibo,"Bhiman,J.N., Anthony,C., Doria-Rose,N.A., Karimanz",,
