PubMedID,PubYear,NumPatients,RxStatus,Title,Subtypes,Authors
,,1,,Antigenicity and functional properties of recombinant envelope glycoproteins derived from ten HIV-1 clades A to G primary isolates,B,"Lemiale,F., Brand,D. and Barin,F."
,,1,,Characterization of near full length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),B,"Hora,B., Chen,Y., Busch,M.P., Stramer,S., Denny,T.N. and Gao,F."
10221533,1999,1,,Expression and characterization of HIV type 1 envelope protein associated with a broadly reactive neutralizing antibody response,B,"Quinnan,G.V. Jr., Zhang,P.F., Fu,D.W., Dong,M. and Alter,H.J."
10221535,1999,1,,Full-length genomic sequence of an HIV type 1 subtype G from Kinshasa,G,"Oelrichs,R.B., Vandamme,A.M., Van Laethem,K., Debyser,Z., McCutchan,F.E. and Deacon,N.J."
10505681,1999,1,,An infectious DNA clone of HIV type 1 subtype C,C,"Mochizuki,N., Otsuka,N., Matsuo,K., Shiino,T., Kojima,A., Kurata,T., Sakai,K., Yamamoto,N., Isomura,S., Dhole,T.N., Takebe,Y., Matsuda,M. and Tatsumi,M."
10606093,1999,1,,Sequence features downstream of the primer-binding site of HIV type 1 subtype E shared by subtype G and a subset of subtype A,01_AE,"Chang,S.Y., Apichartpiyakul,C., Kuiken,C.L., Essex,M. and Lee,T.H."
10623731,2000,1,,Determinants of syncytium formation in microglia by human immunodeficiency virus type 1: role of the V1/V2 domains,B,"Shieh,J.T., Martin,J., Baltuch,G., Malim,M.H. and Gonzalez-Scarano,F."
10628816,2000,1,,Intersubtype recombinant HIV type 1 involving HIV-MAL-like and subtype H-like sequence in four Norwegian cases,A1DHK,"Jonassen,T.O., Grinde,B., Asjo,B., Hasle,G. and Hungnes,O."
10708437,2000,1,,Pathogenesis of primary R5 human immunodeficiency virus type 1 clones in SCID-hu mice,B,"Scoggins,R.M., Taylor,J.R. Jr., Patrie,J., van't Wout,A.B., Schuitemaker,H. and Camerini,D."
10866228,2000,1,,Most env and gag subtype A HIV-1 viruses circulating in West and West Central Africa are similar to the prototype AG recombinant virus IBNG,02_AG,"Montavon,C., Toure-Kane,C., Liegeois,F., Mpoudi,E., Bourgeois,A., Vergne,L., Perret,J.L., Boumah,A., Saman,E., Mboup,S., Delaporte,E. and Peeters,M."
10871768,2000,1,,Analysis of human immunodeficiency virus type 1 gp160 sequences from a patient with HIV dementia: evidence for monocyte trafficking into brain,B,"Liu,Y., Tang,X.P., McArthur,J.C., Scott,J. and Gartner,S."
10875610,2000,1,,Molecular characterization of a recombinant HIV type 1 isolate (A/G/E/?): unidentified regions may be derived from parental subtype E sequences,11_cpx,"Paraskevis,D., Magiorkinis,M., Paparizos,V., Pavlakis,G.N. and Hatzakis,A."
10890363,2000,1,,HIV type 1 A/J recombinant with a pronounced pol gene mosaicism,A1GJ,"Novitsky,V.A., Gaolekwe,S., McLane,M.F., Ndung'u,T.P., Foley,B.T., Vannberg,F., Marlink,R. and Essex,M."
10935981,2000,1,,AIDS in an HIV-seronegative Ghanaian woman with intersubtype A/G recombinant HIV-1 infection,0209,"Candotti,D., Adu-Sarkodie,Y., Davies,F., Baldrich-Rubio,E., Stirrups,K., Lee,H. and Allain,J.P."
11000225,2000,1,,Unusual distribution of mutations associated with serial bottleneck passages of human immunodeficiency virus type 1,B,"Yuste,E., Lopez-Galindez,C. and Domingo,E."
11044120,2000,1,,Testing the hypothesis of a recombinant origin of human immunodeficiency virus type 1 subtype E,01_AE,"Anderson,J.P., Rodrigo,A.G., Learn,G.H., Madan,A., Delahunty,C., Coon,M., Girard,M., Osmanov,S., Hood,L. and Mullins,J.I."
11118362,2000,1,,Molecular cloning and biological characterization of full-length HIV-1 subtype C from Botswana,C,"Ndung'u,T., Renjifo,B., Novitsky,V.A., McLane,M.F., Gaolekwe,S. and Essex,M."
11135618,2001,1,,Isolation of primary HIV-1 that target CD8+ T lymphocytes using CD8 as a receptor,B,"Saha,K., Zhang,J., Gupta,A., Dave,R., Yimen,M. and Zerhouni,B."
11153090,2059,1,,"Identification of a complex env subtype E HIV type 1 virus from the democratic republic of congo, recombinant with A, G, H, J, K, and unknown subtypes",27_cpx,"Vidal,N., Mulanga-Kabeya,C., Nzilambi,N., Delaporte,E. and Peeters,M."
11297684,2001,1,,"A complex human immunodeficiency virus type 1 A/G/J recombinant virus isolated from a seronegative patient with AIDS from Benin, West Africa",06A1,"Baldrich-Rubio,E., Anagonou,S., Stirrups,K., Lafia,E., Candotti,D., Lee,H. and Allain,J.P."
11356968,2001,1,,Augmentation of human immunodeficiency virus type 1 subtype E (CRF01_AE) multiple-drug resistance by insertion of a foreign 11-amino-acid fragment into the reverse transcriptase,01_AE,"Sato,H., Tomita,Y., Ebisawa,K., Hachiya,A., Shibamura,K., Shiino,T., Yang,R., Tatsumi,M., Gushi,K., Umeyama,H., Oka,S., Takebe,Y. and Nagai,Y."
11375062,2001,1,,"Isolation and characterization of a full-length molecular DNA clone of Ghanaian HIV type 1 intersubtype A/G recombinant CRF02_AG, which is replication competent in a restricted host range",02_AG,"Kusagawa,S., Takebe,Y., Yang,R., Motomura,K., Ampofo,W., Brandful,J., Koyanagi,Y., Yamamoto,N., Sata,T., Ishikawa,K., Nagai,Y. and Tatsumi,M."
11522191,2001,1,,Molecular characterization of a highly divergent HIV type 1 isolate obtained early in the AIDS epidemic from the Democratic Republic of Congo,U,"Gao,F., Trask,S.A., Hui,H., Mamaeva,O., Chen,Y., Theodore,T.S., Foley,B.T., Korber,B.T., Shaw,G.M. and Hahn,B.H."
11679152,2001,1,,Analysis of transition from long-term nonprogressive to progressive infection identifies sequences that may attenuate HIV type 1,B,"Fang,G., Burger,H., Chappey,C., Rowland-Jones,S., Visosky,A., Chen,C.H., Moran,T., Townsend,L., Murray,M. and Weiser,B."
11839144,2002,1,,Isolation and characterization of replication-competent molecular DNA clones of HIV type 1 CRF01_AE with different coreceptor usages,01_AE,"Kusagawa,S., Sato,H., Tomita,Y., Tatsumi,M., Kato,K., Motomura,K., Yang,R. and Takebe,Y."
11839159,2002,1,,"Identification of a new circulating recombinant form of HIV type 1, CRF11-cpx, involving subtypes A, G, J, and CRF01-AE, in Central Africa",11_cpx,"Montavon,C., Vergne,L., Bourgeois,A., Mpoudi-Ngole,E., Malonga-Mouellet,G., Butel,C., Toure-Kane,C., Delaporte,E. and Peeters,M."
12015905,2002,1,,A 100-amino acid truncation in the cytoplasmic tail of glycoprotein 41 in the reference HIV type 1 strain RF,B,"Jones,D.R., Suzuki,K. and Piller,S.C."
12167273,2002,1,,Identification of a novel clade of human immunodeficiency virus type 1 in democratic republic of congo,U,"Mokili,J.L., Rogers,M., Carr,J.K., Simmonds,P., Bopopi,J.M., Foley,B.T., Korber,B.T., Birx,D.L. and McCutchan,F.E."
12402946,2002,1,,Isolation and characterization of an infectious HIV type 1 molecular clone from a patient with primary infection,B,"Takeuchi,H., Suzuki,Y., Tatsumi,M., Hoshino,H., Daar,E.S. and Koyanagi,Y."
12596728,2003,1,,"Emergence of complex and diverse CRF02-AG/CRF06-cpx recombinant HIV type 1 strains in Niger, West Africa",0206,"Mamadou,S., Vidal,N., Montavon,C., Ben,A., Djibo,A., Rabiou,S., Soga,G., Delaporte,E., Mboup,S. and Peeters,M."
12646921,2003,1,,Antibody neutralization and escape by HIV-1,B,"Wei,X., Decker,J.M., Wang,S., Hui,H., Kappes,J.C., Wu,X., Salazar-Gonzalez,J.F., Salazar,M.G., Kilby,J.M., Saag,M.S., Komarova,N.L., Nowak,M.A., Hahn,B.H., Kwong,P.D. and Shaw,G.M."
12890627,2003,1,,"First demonstration of a lack of viral sequence evolution in a nonprogressor, defining replication-incompetent HIV-1 infection",B,"Wang,B., Mikhail,M., Dyer,W.B., Zaunders,J.J., Kelleher,A.D. and Saksena,N.K."
12892062,2003,1,,Natural polymorphisms of protease in protease inhibitor-naive HIV-1 infected patients in Korea: a novel L63M in subtype B,B,"Sung,H., Foley,B.T., Ahn,S.H., Kim,Y.B., Chae,J.D., Shin,Y.O., Kang,H.I. and Cho,Y.K."
1322587,1992,1,,Analysis of a human immunodeficiency virus type 1 isolate carrying a truncated transmembrane glycoprotein,B,"Shimizu,H., Hasebe,F., Tsuchie,H., Morikawa,S., Ushijima,H. and Kitamura,T."
13678469,2003,1,,New HIV Type 1 CRF01_AE/B Recombinants Displaying Unique Distribution of Breakpoints from Incident Infections among Injecting Drug Users in Thailand,01B,"Ramos,A., Nguyen,L., Hu,D.J., Vanichseni,S., Choopanya,K., Young,N.L., Tappero,J.W., Mastro,T.D., Folks,T.M. and Subbarao,S."
14506784,2003,1,,Full-length sequence analysis of HIV-1 isolate CM237: a CRF01_AE/B intersubtype recombinant from Thailand,01B,"Swanson,P., Devare,S.G. and Hackett,J. Jr."
14506788,2003,1,,Near full-length genome characterization of an HIV type 1 CRF05_DF virus from Spain,05_DF,"Casado,G., Thomson,M.M., Delgado,E., Sierra,M., Vazquez-De Parga,E., Perez-Alvarez,L., Ocampo,A. and Najera,R."
1457193,1992,1,,Genetic and functional analysis of a set of HIV-1 envelope genes obtained from biological clones with varying syncytium-inducing capacities,B,"Andeweg,A.C., Groenink,M., Leeflang,P., de Goede,R.E., Osterhaus,A.D., Tersmette,M. and Bosch,M.L."
1457208,1992,1,,Analysis of the envelope region of the highly divergent HIV-2ALT isolate extends the known range of variability within the primate immunodeficiency viruses,B,"Kreutz,R., Dietrich,U., Kuhnel,H., Nieselt-Struwe,K., Eigen,M. and Rubsamen-Waigmann,H."
14610167,2003,1,,Identification of sequential viral escape mutants associated with altered T-cell responses in a human immunodeficiency virus type 1-infected individual,B,"Geels,M.J., Cornelissen,M., Schuitemaker,H., Anderson,K., Kwa,D., Maas,J., Dekker,J.T., Baan,E., Zorgdrager,F., van den Burg,R., van Beelen,M., Lukashov,V.V., Fu,T.M., Paxton,W.A., van der Hoek,L., Dubey,S.A., Shiver,J.W. and Goudsmit,J."
14678608,2003,1,,Primary infection of a male plasma donor with divergent HIV variants from the same source followed by rapid fluctuations in their relative frequency and viral recombination,B,"Bernardin,F., Herring,B.L., Peddada,L. and Delwart,E.L."
14990699,2004,1,,Genetic and phenotypic analyses of human immunodeficiency virus type 1 escape from a small-molecule CCR5 inhibitor,B,"Kuhmann,S.E., Pugach,P., Kunstman,K.J., Taylor,J., Stanfield,R.L., Snyder,A., Strizki,J.M., Riley,J., Baroudy,B.M., Wilson,I.A., Korber,B.T., Wolinsky,S.M. and Moore,J.P."
15075531,2004,1,,Recombination following superinfection by HIV-1,A1C,"Fang,G., Weiser,B., Kuiken,C., Philpott,S.M., Rowland-Jones,S., Plummer,F., Kimani,J., Shi,B., Kaul,R., Bwayo,J., Anzala,O. and Burger,H."
15220431,2004,1,,Intrinsic obstacles to human immunodeficiency virus type 1 coreceptor switching,B,"Pastore,C., Ramos,A. and Mosier,D.E."
15316355,2004,1,,Biased G-to-A hypermutation in HIV-1 proviral DNA from a long-term non-progressor,B,"Wei,M., Xing,H., Hong,K., Huang,H., Tang,H., Qin,G. and Shao,Y."
15380360,2004,1,,Characterization of a thymus-tropic HIV-1 isolate from a rapid progressor: role of the envelope,B,"Meissner,E.G., Duus,K.M., Gao,F., Yu,X.F. and Su,L."
15564517,2004,1,,Infectious molecular clone of a recently transmitted pediatric human immunodeficiency virus clade C isolate from Africa: evidence of intraclade recombination,C,"Grisson,R.D., Chenine,A.L., Yeh,L.Y., He,J., Wood,C., Bhat,G.J., Xu,W., Kankasa,C. and Ruprecht,R.M."
15567138,2005,1,,Characteristics of HIV-1 env V3 loop sequences for subtype A1 variant spread in Eastern Europe,A6,"Papuashvili,M.N., Novokhatsky,A.S. and Shcherbakova,T.I."
15582695,2005,1,,A genotypic resistance assay for the detection of drug resistance in the human immunodeficiency virus type 1 envelope gene,H,"Van Laethem,K., Schrooten,Y., Lemey,P., Van Wijngaerden,E., De Wit,S., Van Ranst,M. and Vandamme,A.M."
15588336,2004,1,,Two viral strains and a possible novel recombinant are responsible for the explosive injecting drug use-associated HIV type 1 epidemic in Estonia,06_cpx,"Zetterberg,V., Ustina,V., Liitsola,K., Zilmer,K., Kalikova,N., Sevastianova,K., Brummer-Korvenkontio,H., Leinikki,P. and Salminen,M.O."
15596829,2005,1,,Human immunodeficiency virus type 1 genomic RNA sequences in the female genital tract and blood: compartmentalization and intrapatient recombination,B,"Philpott,S., Burger,H., Tsoukas,C., Foley,B., Anastos,K., Kitchen,C. and Weiser,B."
15725755,2005,1,,"Circulation of novel HIV type 1 A, B/C, and F subtypes in Argentina",F1,"Aulicino,P.C., Kopka,J., Mangano,A.M., Rocco,C., Iacono,M., Bologna,R. and Sen,L."
15914218,2005,1,,Infection of human and non-human cells by a highly fusogenic primary CD4-independent HIV-1 isolate with a truncated envelope cytoplasmic tail,D,"Saha,K., Yan,H., Nelson,J.A. and Zerhouni-Layachi,B."
15929704,2005,1,,"Sequence Analysis of Near Full-Length HIV Type 1 Subtype D Primary Strains Isolated in Cape Town, South Africa, from 1984 to 1986",D,"Loxton,A.G., Treurnicht,F., Laten,A., Rensburg,E.J. and Engelbrecht,S."
15929705,2005,1,,Near-full-length genomic sequence of a human immunodeficiency type 1 subtype g strain from cameroon,G,"Holzmayer,V., Zekeng,L., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J."
16060837,2005,1,,Genomic Characterization of a Novel HIV Type 1 B/G Intersubtype Recombinant Strain from an Injecting Drug User in Germany,73_BG,"Harris,B., Truchsess,I.V., Schatzl,H.M., Devare,S.G. and Hackett,J."
16140747,2005,1,,"In-depth analysis of a heterosexually acquired human immunodeficiency virus type 1 superinfection: evolution, temporal fluctuation, and intercompartment dynamics from the seronegative window period through 30 months postinfection",ACD,"McCutchan,F.E., Hoelscher,M., Tovanabutra,S., Piyasirisilp,S., Sanders-Buell,E., Ramos,G., Jagodzinski,L., Polonis,V., Maboko,L., Mmbando,D., Hoffmann,O., Riedner,G., von Sonnenburg,F., Robb,M. and Birx,D.L."
16225418,2005,1,,Sequence analysis of a South American HIV type 1 BC recombinant,BC,"Aulicino,P.C., Kopka,J., Rocco,C., Mangano,A. and Sen,L."
16289184,2006,1,,Construction and characterization of an infectious molecular clone of HIV-1 subtype A of Indian origin,A1C,"Rodriguez,M.A., Chen,Y., Craigo,J.K., Chatterjee,R., Ratner,D., Tatsumi,M., Roy,P., Neogi,D. and Gupta,P."
16309726,2006,1,,HIV-1 tropism for the central nervous system: Brain-derived envelope glycoproteins with lower CD4 dependence and reduced sensitivity to a fusion inhibitor,B,"Martin-Garcia,J., Cao,W., Varela-Rohena,A., Plassmeyer,M.L. and Gonzalez-Scarano,F."
16386114,2005,1,,Full sequence of HIV type 1 Korean subtype B in an AIDS case with atypical seroconversion: TAAAA at TATA box,B,"Cho,Y.K., Sung,H., Bae,I.G., Oh,H.B., Kim,N.J., Woo,J.H. and Kim,Y.B."
16478401,2006,1,,Identification and molecular characterization of subsubtype A4 in central Africa,A4,"Vidal,N., Mulanga,C., Bazepeo,S.E., Lepira,F., Delaporte,E. and Peeters,M."
16478405,2006,1,,Phylogenetic analysis of Brazilian HIV type 1 subtype D strains: tracing the origin of this subtype in Brazil,D,"Couto-Fernandez,J.C., Eyer-Silva,W.A., Guimaraes,M.L., Chequer-Fernandez,S.L., Grinsztejn,B., Delaporte,E., Peeters,M. and Morgado,M.G."
1695254,1990,1,,Cloning and characterization of human immunodeficiency virus type 1 variants diminished in the ability to induce syncytium-independent cytolysis,B,"Stevenson,M., Haggerty,S., Lamonica,C., Mann,A.M., Meier,C. and Wasiak,A."
16973556,2006,1,,Selection on the human immunodeficiency virus type 1 proteome following primary infection,B,"Liu,Y., McNevin,J., Cao,J., Zhao,H., Genowati,I., Wong,K., McLaughlin,S., McSweyn,M.D., Diem,K., Stevens,C.E., Maenza,J., He,H., Nickle,D.C., Shriner,D., Holte,S.E., Collier,A.C., Corey,L., McElrath,M.J. and Mullins,J.I."
16987968,2006,1,,Entire genome of a strain of human immunodeficiency virus type 1 with a deletion of nef that was recovered 20 years after primary infection: large pool of proviruses with deletions of env,B,"Calugi,G., Montella,F., Favalli,C. and Benedetto,A."
17053347,2011,1,,Characterization of a new circulating recombinant form comprising HIV-1 subtypes C and B in southern Brazil,31_BC,"Santos,A.F., Sousa,T.M., Soares,E.A., Sanabani,S., Martinez,A.M., Sprinz,E., Silveira,J., Sabino,E.C., Tanuri,A. and Soares,M.A."
17073619,2006,1,,High frequency of grossly deleted nef genes in HIV-1 infected long-term slow progressors treated with Korean red ginseng,B,"Cho,Y.K., Lim,J.Y., Jung,Y.S., Oh,S.K., Lee,H.J. and Sung,H."
17151109,2007,1,,Isolation and characterization of replication-competent human immunodeficiency virus type 1 from a subset of elite suppressors,B,"Blankson,J.N., Bailey,J.R., Thayil,S., Yang,H.C., Lassen,K., Lai,J., Gandhi,S.K., Siliciano,J.D., Williams,T.M. and Siliciano,R.F."
17182681,2007,1,,Reduced maximal inhibition in phenotypic susceptibility assays indicates that viral strains resistant to the CCR5 antagonist maraviroc utilize inhibitor-bound receptor for entry,G,"Westby,M., Smith-Burchnell,C., Mori,J., Lewis,M., Mosley,M., Stockdale,M., Dorr,P., Ciaramella,G. and Perros,M."
17239419,2007,1,,Changes in the V3 region of gp120 contribute to unusually broad coreceptor usage of an HIV-1 isolate from a CCR5 Delta32 heterozygote,B,"Gorry,P.R., Dunfee,R.L., Mefford,M.E., Kunstman,K., Morgan,T., Moore,J.P., Mascola,J.R., Agopian,K., Holm,G.H., Mehle,A., Taylor,J., Farzan,M., Wang,H., Ellery,P., Willey,S.J., Clapham,P.R., Wolinsky,S.M., Crowe,S.M. and Gabuzda,D."
17251298,2007,1,,Impact of V2 Mutations on Escape from a Potent Neutralizing Anti-V3 Monoclonal Antibody during In Vitro Selection of a Primary Human Immunodeficiency Virus Type 1 Isolate,B,"Shibata,J., Yoshimura,K., Honda,A., Koito,A., Murakami,T. and Matsushita,S."
17331039,2007,1,,Longitudinal analysis of HIV type 1 subtype C envelope sequences from South Africa,C,"Coetzer,M., Cilliers,T., Papathanasopoulos,M., Ramjee,G., Karim,S.A., Williamson,C. and Morris,L."
17336569,2007,1,,Aberrant life cycle of human immunodeficiency virus type 1 CRF15_01B-like clinical isolates from Thailand in human CD4+ T-cell lines,01B,"Warachit,J., Iwabu,Y., Li,Y.G., Li,G.M., Isarangkura,P., Ibrahim,M.S., Balachandra,K., Tsuji,S. and Ikuta,K."
17411380,2007,1,,Characterization of An HIV-1 Group M Variant That Is Distinct from The Known Subtypes,U,"van der Hoek,L., Pollakis,G., Lukashov,V.V., Jebbink,M.F., Jeeninga,R.E., Bakker,M., Dukers,N., Jurriaans,S., Paxton,W.A., Back,N.K. and Berkhout,B."
17538883,2007,1,,Evolution of HIV-1 in an HLA-B*57-positive patient during virologic escape,B,"Bailey,J.R., Zhang,H., Wegweiser,B.W., Yang,H.C., Herrera,L., Ahonkhai,A., Williams,T.M., Siliciano,R.F. and Blankson,J.N."
17678477,2007,1,,"Circulating Recombinant Form (CRF) 37_cpx: An Old Strain in Cameroon Composed of Diverse, Genetically Distant Lineages of Subtypes A and G",37_cpx,"Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Ewane,L., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N."
18094155,2008,1,,4E10-resistant variants in a human immunodeficiency virus type 1 subtype C-infected individual with an anti-membrane-proximal external region-neutralizing antibody response,C,"Gray,E.S., Moore,P.L., Bibollet-Ruche,F., Li,H., Decker,J.M., Meyers,T., Shaw,G.M. and Morris,L."
18160016,2007,1,,"Complete genome sequencing of a non-syncytium-inducing HIV type 1 subtype D strain from Cape Town, South Africa",D,"Jacobs,G.B., Loxton,A.G., Laten,A. and Engelbrecht,S."
18160020,2007,1,,New insights into the origin of the HIV type 1 subtype A epidemic in former Soviet Union's countries derived from sequence analyses of preepidemically transmitted viruses,A6,"Thomson,M.M., de Parga,E.V., Vinogradova,A., Sierra,M., Yakovlev,A., Rakhmanova,A., Delgado,E., Casado,G., Munoz,M., Carmona,R., Vega,Y., Perez-Alvarez,L., Contreras,G., Medrano,L., Osmanov,S. and Najera,R."
18195572,2008,1,,"Identification of two new CRF_BF in Rio de Janeiro State, Brazil",40_BF,"Guimaraes,M.L., Eyer-Silva,W.A., Couto-Fernandez,J.C. and Morgado,M.G."
18257686,2008,1,,Construction and characterization of an infectious molecular clone of HIV type 1 CRF07_BC,07_BC,"Meng,Z., He,X., Xing,H., Xin,R., Sun,J., Yi,F., Ma,L. and Shao,Y."
18284322,2008,1,,Evidence of a novel B/C recombinant exhibiting unique breakpoints of near full-length HIV type 1 genome from Northeastern India,BC,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattacharya,J."
1830110,1991,1,,Molecular characterization of human immunodeficiency virus type 1 cloned directly from uncultured human brain tissue: identification of replication-competent and -defective viral genomes,B,"Li,Y., Kappes,J.C., Conway,J.A., Price,R.W., Shaw,G.M. and Hahn,B.H."
18328091,2008,1,,Exceptional molecular and coreceptor-requirement properties of molecular clones isolated from an Human Immunodeficiency Virus Type-1 subtype C infection,C,"Dash,P.K., Siddappa,N.B., Mangaiarkarasi,A., Mahendarkar,A.V., Roshan,P., Anand,K.K., Mahadevan,A., Satishchandra,P., Shankar,S.K., Prasad,V.R. and Ranga,U."
18366312,2008,1,,Near full-length genomic analysis of a novel subtype A1/C recombinant HIV type 1 isolate from Canada,A1C,"Ntemgwa,M., Toni,T.D., Brenner,B.G., Routy,J.P., Moisi,D., Oliveira,M. and Wainberg,M.A."
18385252,2008,1,,Characterization of the follicular dendritic cell reservoir of human immunodeficiency virus type 1,B,"Keele,B.F., Tazi,L., Gartner,S., Liu,Y., Burgon,T.B., Estes,J.D., Thacker,T.C., Crandall,K.A., McArthur,J.C. and Burton,G.F."
18495769,2008,1,,Transmission of human immunodeficiency virus type 1 from a patient who developed AIDS to an elite suppressor,B,"Bailey,J.R., O'Connell,K., Yang,H.C., Han,Y., Xu,J., Jilek,B., Williams,T.M., Ray,S.C., Siliciano,R.F. and Blankson,J.N."
18625749,2008,1,,Immune-driven recombination and loss of control after HIV superinfection,B,"Streeck,H., Li,B., Poon,A.F., Schneidewind,A., Gladden,A.D., Power,K.A., Daskalakis,D., Bazner,S., Zuniga,R., Brander,C., Rosenberg,E.S., Frost,S.D., Altfeld,M. and Allen,T.M."
18815295,2008,1,,Evolution of CCR5 use before and during coreceptor switching,B,"Coetzer,M., Nedellec,R., Salkowitz,J., McLaughlin,S., Liu,Y., Heath,L., Mullins,J.I. and Mosier,D.E."
18851680,2008,1,,Near full-length genome characterization of an HIV type 1 CRF25_cpx strain from Cameroon,25_cpx,"Luk,K.-C., Holzmayer,V., Ndembi,N., Swanson,P., Brennan,C.A., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J. Jr."
18851681,2008,1,,Identification of a possible ancestor of the subtype A1 HIV Type 1 variant circulating in the former Soviet Union,A6,"Riva,C., Romano,L., Saladini,F., Lai,A., Carr,J.K., Francisci,D., Balotta,C. and Zazzi,M."
1890410,1991,1,,Characterisation of a series of human immunodeficiency virus isolates derived sequentially from a single patient,B,"Farrar,G.H., Roff,M.A., Amin,T., Ball,J., Parrett,A.M., Battacharyya,U., Booth,J., Wansbrough-Jones,M.H. and Greenaway,P.J."
18987151,2009,1,,Continuous viral escape and selection by autologous neutralizing antibodies in drug-naive human immunodeficiency virus controllers,B,"Mahalanabis,M., Jayaraman,P., Miura,T., Pereyra,F., Chester,E.M., Richardson,B., Walker,B. and Haigwood,N.L."
19320602,2009,1,,"First detection of a novel HIV Type 1 CRF01_AE/07_BC recombinant among an epidemiologically linked cohort of IDUs in Jiangsu, China",0107,"Guo,H., Guo,D., Wei,J.F., Yang,H., Huan,X., Tsui,S.K., Yang,R. and Zhang,C."
19321618,2009,1,,Tissue-specific sequence alterations in the human immunodeficiency virus type 1 envelope favoring CCR5 usage contribute to persistence of dual-tropic virus in the brain,B,"Gray,L., Roche,M., Churchill,M.J., Sterjovski,J., Ellett,A., Poumbourios,P., Sheffief,S., Wang,B., Saksena,N., Purcell,D.F., Wesselingh,S., Cunningham,A.L., Brew,B.J., Gabuzda,D. and Gorry,P.R."
19409946,2009,1,,HIV-1 clade C env clones obtained from an Indian patient exhibiting expanded coreceptor tropism are presented with naturally occurring unusual amino acid substitutions in V3 loop,C,"Gharu,L., Ringe,R., Pandey,S., Paranjape,R. and Bhattacharya,J."
19474108,2009,1,,Novel ring structure in the gp41 trimer of human immunodeficiency virus type 1 that modulates sensitivity and resistance to broadly neutralizing antibodies,B,"O'Rourke,S.M., Schweighardt,B., Scott,W.G., Wrin,T., Fonseca,D.P., Sinangil,F. and Berman,P.W."
19534629,2009,1,,"Near full-length genome characterization of an HIV-1 CRF01_AE strain in Jiangsu, China: evidence of two independent introductions from Fujian",01_AE,"Guo,D., Ding,N., Xu,Y., Guo,H., Wei,J.F., Wang,J.H., He,G., Yang,R. and Zhang,C."
19552591,2009,1,,Characterization of genetically diverse HIV type 1 from a London cohort: near full-length genomic analysis of a subtype H strain,H,"Holzmayer,V., Aitken,C., Skinner,C., Ryall,L., Devare,S.G. and Hackett,J. Jr."
19553323,2009,1,,Virus entry via the alternative coreceptors CCR3 and FPRL1 differs by human immunodeficiency virus type 1 subtype,D,"Nedellec,R., Coetzer,M., Shimizu,N., Hoshino,H., Polonis,V.R., Morris,L., Martensson,U.E., Binley,J., Overbaugh,J. and Mosier,D.E."
19695656,2009,1,,Functional and genetic analysis of coreceptor usage by dualtropic HIV-1 subtype C isolates,C,"Singh,A., Page,T., Moore,P.L., Allgaier,R.L., Hiramen,K., Coovadia,H.M., Walker,B.D., Morris,L. and Ndung'u,T."
19751146,2009,1,,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 BF recombinant associated with a fatal primary infection,BF1,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M., Del Nonno,F., Narciso,P., Capobianchi,M.R. and Abbate,I."
19913863,2010,1,,Enhanced CD4+ cellular apoptosis by CCR5-restricted HIV-1 envelope glycoprotein variants from patients with progressive HIV-1 infection,B,"Wade,J., Sterjovski,J., Gray,L., Roche,M., Chiavaroli,L., Ellett,A., Jakobsen,M.R., Cowley,D., Pereira Cda,F., Saksena,N., Wang,B., Purcell,D.F., Karlsson,I., Fenyo,E.M., Churchill,M. and Gorry,P.R."
20386379,2010,1,,First evidence of a HIV-1 M/O recombinant form circulating outside Cameroon,DO,"Vessiere,A., Leoz,M., Brodard,V., Strady,C., Lemee,V., Depatureaux,A., Simon,F. and Plantier,J.C."
20519388,2010,1,,"Recovery of replication-competent residual HIV-1 from plasma of a patient receiving prolonged, suppressive highly active antiretroviral therapy",B,"Sahu,G.K., Sarria,J.C. and Cloyd,M.W."
20528150,2010,1,,"Near full-length genomic characterization of a novel HIV type 1 subtype B/C recombinant strain from Yunnan, China",BC,"Li,L., Chen,L., Yang,S., Liu,Y., Li,H., Bao,Z., Wang,Z., Zhuang,D., Liu,S. and Li,J."
20618101,2010,1,,Identification of a new HIV type 1 BF intersubtype circulating recombinant form (CRF44_BF) in Chile,44_BF,"Delgado,E., Rios,M., Fernandez,J., Perez-Alvarez,L., Najera,R. and Thomson,M.M."
20697919,1923,1,,"Construction and characterization of a full-length infectious clone from a fast-replicating, X4-tropic HIV-1 subtype B' isolate",B,"Wu,S.L., Yan,Y.S., Yan,P.P., Huang,H.L. and Wang,H.R."
20702624,2010,1,,Mutation at a Single Position in the V2 Domain of the HIV-1 Envelope Protein Confers Neutralization Sensitivity to a Highly Neutralization-Resistant Virus,B,"O'Rourke,S.M., Schweighardt,B., Phung,P., Fonseca,D.P., Terry,K., Wrin,T., Sinangil,F. and Berman,P.W."
