Accession,PMID,Gene,Subtype,NumAAChanges,NumInsertions,NumDeletions,NumStopCodons,NumApobecs,NumUnusuals,NumFrameShifts
KM048652,25013080,gag,C,72,0,8,0,0,0,0
KM048657,25013080,gag,C,82,0,8,0,0,0,0
KM048658,25013080,gag,C,74,0,8,0,0,0,0
KM048659,25013080,gag,C,81,0,9,0,0,0,0
KM048660,25013080,gag,C,81,0,9,0,0,0,0
KM048661,25013080,gag,C,80,0,9,0,0,0,0
KM048670,25013080,gag,C,75,0,9,0,0,1,0
KM048671,25013080,gag,C,75,0,9,0,0,1,0
KM048672,25013080,gag,C,97,0,9,0,0,0,0
KM048673,25013080,gag,C,88,0,9,0,0,0,0
KM048684,25013080,gag,C,85,0,9,0,0,1,0
KM048685,25013080,gag,C,86,0,9,0,0,1,0
KM048704,25013080,gag,C,85,0,9,0,0,0,0
KM048705,25013080,gag,C,85,0,9,0,0,0,0
KM048709,25013080,gag,C,74,0,9,0,0,1,0
KM048710,25013080,gag,C,72,0,9,0,0,0,0
KM048721,25013080,gag,C,78,0,9,0,0,1,0
KM048722,25013080,gag,C,75,0,9,0,0,0,0
KM048745,25013080,gag,C,80,0,9,0,0,0,0
KM048746,25013080,gag,C,79,0,9,0,0,0,0
KM048747,25013080,gag,C,79,0,8,0,0,0,0
KM048748,25013080,gag,C,79,0,8,0,0,1,0
KM048757,25013080,gag,C,78,0,8,0,0,0,2
KM048758,25013080,gag,C,76,0,8,0,0,0,2
KM048791,25013080,gag,C,91,0,13,0,0,6,0
KM048804,25013080,gag,C,80,0,10,0,0,0,0
KM048821,25013080,gag,C,85,0,10,1,0,1,2
KM048822,25013080,gag,C,86,0,10,1,0,1,2
KM048851,25013080,gag,C,75,0,8,0,0,0,0
KM048860,25013080,gag,C,82,0,10,0,0,0,0
KM048861,25013080,gag,C,74,0,9,0,0,0,0
KM048865,25013080,gag,C,83,0,9,0,0,1,0
KM048866,25013080,gag,C,80,0,9,0,0,1,0
KM048867,25013080,gag,C,90,0,10,0,0,1,0
KM048868,25013080,gag,C,90,0,10,0,0,1,0
KM048869,25013080,gag,C,86,0,9,2,0,3,0
KM048870,25013080,gag,C,82,0,9,0,0,1,0
KM048877,25013080,gag,CD,89,0,8,0,0,8,0
KM048878,25013080,gag,CD,87,0,8,0,0,1,0
KM048885,25013080,gag,C,91,0,10,0,0,1,0
KM048886,25013080,gag,C,86,0,10,0,0,2,0
KM048890,25013080,gag,C,82,0,9,0,0,2,0
KM048891,25013080,gag,C,76,0,9,0,0,3,0
KM048898,25013080,gag,C,86,0,13,0,0,4,1
KM048899,25013080,gag,C,74,0,9,0,0,0,0
KM048906,25013080,gag,C,78,0,8,0,0,0,0
KM048907,25013080,gag,C,73,0,8,0,0,0,0
KM048912,25013080,gag,C,84,0,12,0,0,0,0
KM048913,25013080,gag,C,82,0,8,0,0,1,0
KM048914,25013080,gag,C,75,0,8,0,0,0,0
KM048921,25013080,gag,C,78,0,8,0,0,0,0
KM048922,25013080,gag,C,81,0,13,0,0,0,0
KM048923,25013080,gag,C,80,0,9,0,1,2,0
KM048924,25013080,gag,C,72,0,9,0,0,0,0
KM048925,25013080,gag,C,80,0,9,0,0,1,0
KM048926,25013080,gag,C,77,0,9,0,0,0,0
KM048927,25013080,gag,C,74,0,9,0,0,0,0
KM048928,25013080,gag,C,85,0,8,0,0,5,2
KM048929,25013080,gag,C,78,0,9,0,0,1,0
KM048930,25013080,gag,C,76,0,9,0,0,1,0
KM048931,25013080,gag,C,84,0,9,0,0,1,0
KM048932,25013080,gag,C,78,0,9,0,0,0,0
KM048933,25013080,gag,C,92,0,12,0,0,1,0
KM048934,25013080,gag,C,86,0,8,0,0,3,0
KM048935,25013080,gag,C,81,0,8,0,0,1,0
KM048936,25013080,gag,C,87,0,9,0,0,1,2
KM048937,25013080,gag,C,88,0,9,0,0,1,2
KM048938,25013080,gag,C,83,0,10,1,0,0,2
KM048939,25013080,gag,C,83,0,10,1,0,0,2
KM048940,25013080,gag,C,88,0,9,0,0,0,0
KM048941,25013080,gag,C,82,0,9,0,0,0,0
KM048943,25013080,gag,C,84,0,9,1,0,0,2
KM048944,25013080,gag,C,83,0,9,1,0,0,2
KM048951,25013080,gag,C,94,0,10,2,0,7,1
KM048952,25013080,gag,C,79,0,10,0,0,4,0
KM048953,25013080,gag,C,78,0,9,0,0,0,0
KM048954,25013080,gag,C,88,0,9,0,0,4,0
KM048955,25013080,gag,C,78,0,9,0,0,0,0
KM048958,25013080,gag,C,82,0,9,0,0,0,0
KM048959,25013080,gag,C,88,0,9,0,0,2,0
KM048960,25013080,gag,C,80,0,9,0,0,1,0
KM048961,25013080,gag,C,78,0,9,0,0,0,0
KM048962,25013080,gag,C,76,0,9,1,0,3,2
KM048963,25013080,gag,C,84,0,9,0,0,2,0
KM048964,25013080,gag,C,78,0,9,0,0,0,0
KM048965,25013080,gag,C,80,0,9,0,0,0,0
KM048966,25013080,gag,C,80,0,9,0,0,3,0
KM048967,25013080,gag,C,76,0,9,0,0,1,0
KM048974,25013080,gag,C,88,0,9,0,0,1,0
KM048975,25013080,gag,C,80,0,9,0,0,1,0
KM048976,25013080,gag,C,79,0,11,0,0,0,0
KM048977,25013080,gag,C,84,0,10,0,0,1,0
KM048978,25013080,gag,C,85,0,8,0,0,0,0
KM048979,25013080,gag,C,77,0,9,0,0,0,0
KM048980,25013080,gag,C,79,0,9,0,0,1,0
KM048984,25013080,gag,C,93,0,10,0,0,6,0
KM048985,25013080,gag,C,85,0,8,0,0,0,0
KM048986,25013080,gag,C,69,0,9,0,0,0,0
KM048987,25013080,gag,C,83,0,11,1,0,2,2
KM048988,25013080,gag,C,82,0,10,0,0,2,0
KM048989,25013080,gag,C,83,0,9,0,0,0,0
KM048996,25013080,gag,C,78,0,9,0,0,0,0
KM048997,25013080,gag,C,81,0,9,0,0,0,0
KM048998,25013080,gag,C,80,0,9,0,0,0,0
KM048999,25013080,gag,C,80,0,8,1,0,6,3
KM049000,25013080,gag,C,86,0,9,0,0,1,0
KM049001,25013080,gag,C,80,0,6,0,0,1,0
KM049002,25013080,gag,C,83,0,11,0,0,4,0
KM049004,25013080,gag,C,78,0,11,0,0,2,1
KM049005,25013080,gag,C,78,0,9,0,0,1,0
KM192366,25781986,gag,C,80,0,9,0,0,0,1
KM192379,25781986,gag,C,82,0,9,0,0,1,0
KM192410,25781986,gag,C,84,2,9,0,0,1,3
KM192456,25781986,gag,C,74,0,8,0,0,2,0
KM192485,25781986,gag,C,72,0,11,0,0,2,1
KM192500,25781986,gag,C,86,0,8,0,0,1,2
KM192509,25781986,gag,C,75,1,8,0,0,0,2
KM192524,25781986,gag,C,71,1,9,0,0,1,1
KM192536,25781986,gag,C,83,1,8,0,0,1,2
KM192566,25781986,gag,C,83,1,7,0,0,1,1
KM192598,25781986,gag,C,66,0,8,0,0,0,1
KM192625,25781986,gag,C,80,0,12,0,0,3,3
KM192716,25781986,gag,C,82,1,9,0,0,1,1
KM192731,25781986,gag,C,88,0,8,0,0,0,1
KM192746,25781986,gag,C,82,1,8,0,0,2,2
KM192762,25781986,gag,C,87,0,8,0,0,0,1
KM192792,25781986,gag,A1C,71,1,9,0,0,0,3
KM192808,25781986,gag,C,82,2,11,0,0,1,2
KM192820,25781986,gag,C,80,1,9,0,1,1,1
KM192828,25781986,gag,C,82,0,9,0,0,0,1
KM192954,25781986,gag,C,83,1,13,0,0,1,2
KP109480,27314585,gag,C,77,0,12,0,0,0,0
KP109481,27314585,gag,C,77,1,10,0,0,0,1
KP109482,27314585,gag,C,78,0,14,0,0,0,0
KP109483,27314585,gag,C,80,1,10,0,0,0,1
KP109484,27314585,gag,C,83,1,10,0,0,2,2
KP109487,27314585,gag,C,74,0,9,0,0,0,0
KP109488,27314585,gag,C,80,1,10,0,0,0,1
KP109489,27314585,gag,C,75,1,10,0,0,0,1
KP109498,27314585,gag,22_01A1,73,1,3,0,0,0,2
KP109499,27314585,gag,22_01A1,80,1,3,1,0,1,1
KP109500,27314585,gag,22_01A1,73,2,3,0,0,1,2
KP109501,27314585,gag,D,62,0,2,1,0,2,3
KP109502,27314585,gag,G,75,1,2,1,0,1,1
KP109504,27314585,gag,01_AE,83,1,3,0,0,1,1
KP109505,27314585,gag,01_AE,83,1,3,0,0,2,1
KP109507,27314585,gag,01_AE,80,1,3,0,0,0,1
KP109508,27314585,gag,01_AE,81,0,4,0,0,0,0
KP109511,27314585,gag,B,42,0,0,0,0,1,1
KP109512,27314585,gag,B,35,0,1,1,0,0,0
KP109513,27314585,gag,01_AE,84,1,3,0,0,2,2
KP109514,27314585,gag,B,42,0,0,0,0,0,1
KP109515,27314585,gag,B,40,0,3,0,0,0,0
KP109516,27314585,gag,C,87,1,12,1,0,2,3
KP109517,27314585,gag,C,85,1,8,0,0,1,2
KP109520,27314585,gag,C,76,0,8,0,0,0,2
KP109521,27314585,gag,C,88,1,10,0,0,2,2
KP109522,27314585,gag,C,76,1,10,0,0,1,1
KP109523,27314585,gag,C,82,1,9,0,0,1,2
KP109524,27314585,gag,C,88,1,11,0,0,3,2
KP109525,27314585,gag,C,89,1,8,1,0,2,3
KP109526,27314585,gag,C,77,1,9,0,0,0,3
KP109527,27314585,gag,C,67,1,8,0,0,1,1
KP178420,26018591,gag,01_AE,85,1,6,0,0,0,1
KP178421,26018591,gag,B,29,0,0,0,0,0,0
KP178422,26018591,gag,01_AE,88,1,3,0,0,0,2
KP178423,26018591,gag,B,39,0,0,0,0,0,1
KP178424,26018591,gag,07_BC,84,1,12,1,0,2,3
KP178425,26018591,gag,B,33,0,0,0,0,0,2
KP178426,26018591,gag,01_AE,79,1,3,0,0,0,1
KP178428,26018591,gag,01_AE,83,1,6,0,0,1,1
KP178429,26018591,gag,01_AE,83,1,6,0,0,1,1
KP178430,26018591,gag,B,28,0,0,1,0,2,0
KP178431,26018591,gag,B,28,0,0,0,0,0,2
KP178432,26018591,gag,B,31,0,0,0,0,2,0
KP178433,26018591,gag,B,21,0,0,0,0,0,1
KP178434,26018591,gag,B,28,0,0,0,0,2,0
KP178435,26018591,gag,B,36,0,0,0,0,2,1
KP178436,26018591,gag,B,31,0,1,0,0,3,0
KP178437,26018591,gag,B,24,0,0,0,0,3,1
KP178438,26018591,gag,01_AE,89,1,3,1,0,1,1
KP178439,26018591,gag,01_AE,86,0,4,0,0,2,0
KP178440,26018591,gag,07_BC,87,0,15,1,0,9,3
KP178441,26018591,gag,01_AE,95,0,3,0,0,0,0
KP178442,26018591,gag,G,80,1,1,1,0,0,1
KP178443,26018591,gag,B,32,0,0,1,0,1,2
KP178446,26018591,gag,01_AE,85,1,6,0,0,0,1
KP178447,26018591,gag,01_AE,82,0,5,0,0,0,0
KP234530,25560398,gag,BC,75,1,8,0,0,0,1
KP234538,25560398,gag,BC,72,0,11,0,0,0,0
KP234545,25560398,gag,BC,75,0,8,1,0,0,2
KP234555,25560398,gag,C,79,1,10,0,0,0,1
KP234559,25560398,gag,BC,70,1,6,1,0,0,1
KP234564,25560398,gag,BC,69,1,5,0,0,1,3
KP234569,25560398,gag,BC,74,0,10,0,0,0,2
KP234573,25560398,gag,BC,69,0,9,0,0,0,0
KP234589,25560398,gag,BC,65,1,7,0,0,0,1
KP234600,25560398,gag,BC,79,1,10,0,0,0,1
KP234605,25560398,gag,BC,76,1,10,0,0,1,1
KP234609,25560398,gag,BC,67,1,7,0,0,1,1
KP234611,25560398,gag,BC,69,1,5,1,0,0,1
KP234622,25560398,gag,BC,77,1,12,1,0,3,3
KP234629,25560398,gag,BC,72,1,12,1,0,2,3
KP234638,25560398,gag,BC,71,0,9,0,0,0,0
KP234642,25560398,gag,BC,70,1,6,0,0,0,1
KP234644,25560398,gag,BC,81,0,17,1,0,1,2
KP234655,25560398,gag,BC,72,1,8,0,0,2,3
KP234656,25560398,gag,BC,75,0,6,0,0,1,0
KP234657,25560398,gag,BC,75,0,8,0,0,4,1
KP234659,25560398,gag,BC,73,1,6,0,0,0,1
KP234661,25560398,gag,BC,78,0,8,2,0,0,2
KP234664,25560398,gag,BC,79,1,7,0,0,0,2
KP234665,25560398,gag,BC,67,1,6,0,0,0,1
KP234666,25560398,gag,BC,75,2,6,1,0,3,2
KP234669,25560398,gag,BC,69,1,6,0,0,2,1
KP234670,25560398,gag,BC,82,0,14,1,0,7,3
KP234671,25560398,gag,BC,76,0,15,1,0,2,2
KP234672,25560398,gag,BC,79,0,7,0,0,2,1
KP234673,25560398,gag,BC,72,2,9,0,0,1,2
KP234675,25560398,gag,BC,73,1,6,0,0,0,2
KP234676,25560398,gag,BC,87,1,18,0,0,2,3
KP234677,25560398,gag,BC,78,1,6,0,0,1,1
KP234680,25560398,gag,BC,79,1,12,1,0,2,3
KP234681,25560398,gag,BC,73,1,6,1,0,0,2
KP234698,25560398,gag,BC,80,1,12,1,0,2,3
KP234700,25560398,gag,BC,72,0,8,1,0,0,0
KP234701,25560398,gag,BC,79,0,11,1,0,1,3
KP234703,25560398,gag,BC,65,1,6,0,0,0,1
KP234715,25560398,gag,BC,75,1,6,0,0,0,1
KP234719,25560398,gag,BC,64,1,6,0,0,0,1
KP234720,25560398,gag,BC,77,1,9,0,0,0,1
KP234721,25560398,gag,BC,76,1,9,0,0,0,1
KP234723,25560398,gag,BC,76,1,10,0,0,0,2
KP234736,25560398,gag,BC,86,0,8,1,0,7,3
KP234737,25560398,gag,BC,75,1,6,1,0,0,1
KP234743,25560398,gag,01_AE,83,1,3,0,0,0,1
KP234745,25560398,gag,BC,77,1,12,1,0,2,3
KP234748,25560398,gag,BC,76,1,6,0,0,0,1
KP234749,25560398,gag,BC,68,1,6,0,0,0,1
KP234750,25560398,gag,BC,79,1,12,1,0,3,3
KP234751,25560398,gag,BC,68,1,6,0,0,0,1
KP234752,25560398,gag,BC,73,1,8,0,0,1,1
KP234753,25560398,gag,C,78,1,8,0,0,0,1
KP234770,25560398,gag,BC,71,1,6,0,0,0,1
KP234771,25560398,gag,BC,72,1,6,0,0,0,1
KP234773,25560398,gag,BC,79,0,11,1,0,1,3
KP234775,25560398,gag,BC,80,1,9,0,0,3,3
KP234776,25560398,gag,BC,75,1,6,1,0,0,1
KP234778,25560398,gag,BC,69,2,5,0,0,0,2
KP234779,25560398,gag,BC,72,1,8,0,0,0,2
KP234780,25560398,gag,BC,69,1,6,0,0,0,1
KP234785,25560398,gag,BC,74,1,10,0,0,0,1
KP234786,25560398,gag,01_AE,81,1,6,0,0,0,1
KP234787,25560398,gag,BC,71,1,6,0,0,0,1
KP234788,25560398,gag,01_AE,87,1,4,0,0,2,1
KP234789,25560398,gag,BC,84,1,10,0,0,0,1
KP234790,25560398,gag,BC,77,0,11,1,0,2,2
KP234794,25560398,gag,BC,69,1,6,0,0,0,1
KP234799,25560398,gag,BC,70,0,9,1,0,1,2
KP234801,25560398,gag,BC,66,1,3,0,0,0,2
KP234804,25560398,gag,BC,68,1,6,0,0,0,1
KP234808,25560398,gag,BC,73,1,6,0,0,0,3
KP234822,25560398,gag,BC,74,1,6,1,1,1,1
KP234832,25560398,gag,BC,73,1,6,0,0,0,1
KP234854,25560398,gag,BC,73,1,13,0,0,0,3
KP234860,25560398,gag,BC,75,0,9,0,0,0,0
KP234862,25560398,gag,BC,71,0,8,0,0,2,1
KP234864,25560398,gag,BC,70,0,7,1,0,1,1
KP234866,25560398,gag,BC,69,1,6,0,0,0,1
KP234867,25560398,gag,BC,71,1,6,0,0,1,1
KP234868,25560398,gag,BC,78,1,10,0,0,0,1
KP234869,25560398,gag,BC,73,0,8,1,0,1,2
KP234870,25560398,gag,BC,68,1,4,0,0,0,1
KP234872,25560398,gag,BC,84,1,18,0,0,3,3
KP234878,25560398,gag,BC,80,1,12,1,0,2,3
KP234880,25560398,gag,BC,75,1,12,1,0,2,3
KP234882,25560398,gag,BC,70,0,5,0,0,2,0
KP234884,25560398,gag,BC,74,1,6,1,0,0,1
KP234886,25560398,gag,BC,68,0,8,0,0,2,1
KP234891,25560398,gag,BC,71,0,9,1,0,1,2
KP234896,25560398,gag,BC,69,1,6,0,0,0,1
KP234898,25560398,gag,BC,69,1,6,0,0,0,1
KP234905,25560398,gag,BC,74,1,10,0,0,1,1
KP234906,25560398,gag,BC,79,1,6,1,0,5,3
KP234909,25560398,gag,BC,79,1,10,0,0,0,1
KP234910,25560398,gag,BC,77,1,12,1,0,2,3
KP234911,25560398,gag,BC,78,1,12,1,0,2,3
KP234912,25560398,gag,BC,78,1,13,0,0,0,3
KP234913,25560398,gag,BC,86,1,18,0,0,1,3
KP234916,25560398,gag,BC,76,0,11,1,0,2,2
KP411822,26115688,gag,B,63,1,0,0,0,15,1
KP411823,26115688,gag,B,43,0,2,0,0,5,0
KP411824,26115688,gag,B,43,0,0,0,0,4,1
KP411825,26115688,gag,B,42,0,1,0,0,2,0
KP411826,26115688,gag,01B,38,0,0,0,0,2,0
KP411827,26115688,gag,B,42,0,0,0,0,3,1
KP411828,26115688,gag,B,29,0,0,1,1,2,3
KP411831,26115688,gag,C,83,0,12,0,0,0,0
KP411832,26115688,gag,C,86,0,8,0,0,1,0
KP411833,26115688,gag,C,79,0,8,0,0,0,1
KP411834,26115688,gag,C,83,2,3,0,0,2,2
KP411835,26115688,gag,C,116,1,6,0,0,27,3
KP411836,26115688,gag,C,75,1,8,0,0,0,1
KP411837,26115688,gag,C,83,1,9,0,0,1,1
KP411838,26115688,gag,C,91,2,6,0,0,1,3
KP411839,26115688,gag,C,83,0,7,0,0,0,2
KP411840,26115688,gag,01_AE,94,1,4,0,0,6,1
KP411843,26115688,gag,02_AG,78,0,6,1,1,5,2
KP698503,26258568,gag,65_cpx,77,0,6,0,0,1,0
KP698504,26258568,gag,65_cpx,77,0,6,0,0,0,0
KP698505,26258568,gag,65_cpx,70,0,6,0,0,0,0
KP698506,26258568,gag,65_cpx,75,0,6,0,0,0,0
KP698507,26258568,gag,65_cpx,74,0,6,0,0,0,0
KP698508,26258568,gag,65_cpx,70,0,6,0,0,0,0
KP715725,25730868,gag,C,81,0,12,0,0,0,0
KP715728,25730868,gag,C,81,1,9,0,0,0,2
KP715731,25730868,gag,C,76,1,8,0,0,0,1
KP715735,25730868,gag,C,86,0,9,0,0,0,0
KP715740,25730868,gag,C,79,0,8,0,0,1,0
KP715744,25730868,gag,C,79,0,9,0,0,3,1
KP715745,25730868,gag,C,79,2,7,0,0,0,3
KP715750,25730868,gag,C,85,0,10,0,0,0,1
KP715753,25730868,gag,C,77,2,8,0,0,0,2
KP715757,25730868,gag,C,79,1,9,0,0,0,2
KP715759,25730868,gag,C,74,1,8,0,0,0,2
KP715760,25730868,gag,C,82,1,7,0,0,0,1
KP715763,25730868,gag,C,80,1,7,0,0,0,2
KP715767,25730868,gag,C,74,0,9,0,0,0,1
KP715768,25730868,gag,C,82,0,8,0,0,0,0
KP715773,25730868,gag,C,76,1,9,0,0,1,2
KP715778,25730868,gag,C,85,0,12,0,0,2,3
KP715779,25730868,gag,C,95,1,14,1,0,2,3
KP715780,25730868,gag,C,79,1,9,0,0,0,1
KP715782,25730868,gag,C,80,1,8,0,0,0,1
KP715784,25730868,gag,C,82,1,9,0,0,0,2
KP715786,25730868,gag,C,75,0,11,1,0,1,3
KP715787,25730868,gag,C,81,0,13,0,0,1,0
KP715790,25730868,gag,C,84,1,9,0,0,1,1
KP715791,25730868,gag,C,80,0,10,0,0,1,1
KP715792,25730868,gag,C,90,0,9,0,0,1,0
KP715794,25730868,gag,C,77,1,8,0,0,0,1
KP715795,25730868,gag,C,83,1,9,0,0,1,1
KP715796,25730868,gag,C,70,1,8,0,0,0,1
KP715797,25730868,gag,C,81,0,11,0,0,0,1
KP715798,25730868,gag,C,87,0,8,0,0,1,2
KP715802,25730868,gag,C,84,0,8,0,0,0,1
KP715807,25730868,gag,C,82,1,9,0,0,0,1
KP715808,25730868,gag,C,80,1,7,0,0,0,1
KP715809,25730868,gag,C,97,1,9,0,0,2,1
KP715810,25730868,gag,C,82,0,7,0,0,2,1
KP715816,25730868,gag,C,86,0,9,0,0,2,1
KP715819,25730868,gag,C,77,0,8,0,0,0,0
KP715820,25730868,gag,C,77,0,9,0,0,2,0
KP715825,25730868,gag,C,74,1,13,0,0,0,2
KP715826,25730868,gag,C,78,1,9,0,0,0,1
KP715827,25730868,gag,C,87,0,7,1,0,0,2
KP715829,25730868,gag,C,82,0,8,0,0,0,0
KP715831,25730868,gag,C,88,0,12,0,0,0,0
KP715833,25730868,gag,C,73,0,8,0,0,0,0
KP715835,25730868,gag,C,83,0,12,0,0,2,3
KP715836,25730868,gag,C,81,0,8,0,0,1,0
KP715837,25730868,gag,C,81,0,9,0,0,0,1
KP715839,25730868,gag,C,83,1,14,0,0,0,2
KP715840,25730868,gag,C,79,1,10,0,0,0,1
KP715841,25730868,gag,C,85,1,9,0,0,0,2
KP715842,25730868,gag,C,79,2,8,0,0,1,2
KP715844,25730868,gag,C,77,0,9,0,0,0,0
KP715846,25730868,gag,C,82,0,11,0,0,0,1
KP715847,25730868,gag,C,82,1,9,0,0,1,1
KP715848,25730868,gag,C,81,1,6,0,0,0,1
KP715849,25730868,gag,C,75,0,7,0,0,0,3
KP718914,26599538,gag,11_cpx,77,0,3,1,0,1,2
KP718915,26599538,gag,G,74,1,3,0,0,0,1
KP718916,26599538,gag,DG,53,2,2,0,0,4,3
KP718917,26599538,gag,37_cpx,78,0,2,1,0,3,2
KP718918,26599538,gag,A1,85,1,2,0,0,0,1
KP718919,26599538,gag,A1K,79,1,7,0,0,1,1
KP718920,26599538,gag,U,75,1,6,1,0,3,2
KP718921,26599538,gag,0102A,79,0,6,1,0,0,1
KP718922,26599538,gag,0102A,83,0,6,1,0,5,1
KP718923,26599538,gag,G,83,1,5,1,0,3,1
KP718924,26599538,gag,13_cpx,71,1,4,0,0,2,3
KP718925,26599538,gag,G,90,1,3,1,0,1,1
KP718926,26599538,gag,13_cpx,80,1,5,0,0,2,1
KP718927,26599538,gag,A1H,72,1,2,0,0,3,1
KP718928,26599538,gag,A1,78,1,3,0,0,1,1
KP718929,26599538,gag,U,75,1,2,0,0,0,1
KP718930,26599538,gag,01_AE,82,0,3,0,0,0,0
KP718931,26599538,gag,18_cpx,87,0,3,1,0,1,0
KP718932,26599538,gag,A1F2,78,1,7,1,0,0,1
KP718933,26599538,gag,A1H,84,1,3,0,0,2,1
KP718934,26599538,gag,11_cpx,73,0,3,1,0,3,3
KP718935,26599538,gag,11_cpx,83,0,3,0,0,0,0
KP718936,26599538,gag,11_cpx,87,0,3,0,0,0,0
KP718937,26599538,gag,11_cpx,70,0,3,0,0,1,0
KP718938,26599538,gag,11_cpx,83,0,4,1,0,0,0
KR017771,26354000,gag,02F2,83,0,6,1,0,0,3
KR017772,26354000,gag,02A3,79,0,6,1,0,1,1
KR017773,26354000,gag,02A1G,76,1,5,2,0,3,2
KR017774,26354000,gag,36_cpx,78,0,3,1,0,1,1
KR017777,26354000,gag,02A1F2,78,0,7,1,0,0,1
KR017778,26354000,gag,11A1,81,1,3,0,0,2,1
KR019770,26196131,gag,74_01B,69,0,2,0,0,0,0
KR019771,26196131,gag,74_01B,67,0,2,0,0,0,0
KR019772,26196131,gag,74_01B,67,0,2,0,0,0,0
KR019773,26196131,gag,74_01B,67,0,2,0,0,0,0
KR019774,26196131,gag,74_01B,70,0,2,0,0,0,1
KR019775,26196131,gag,74_01B,68,0,3,0,0,0,0
KR067667,26066756,gag,02A,89,0,6,2,1,5,1
KR067668,26066756,gag,02A1,85,0,6,1,0,3,2
KR067669,26066756,gag,02A,85,0,6,1,0,4,1
KR067670,26066756,gag,02A,83,0,5,1,0,2,3
KR067671,26066756,gag,02A,79,0,7,1,0,0,2
KR067672,26066756,gag,02A,76,0,6,2,0,6,3
KR820341,26378795,gag,C,76,0,8,0,0,0,2
KR820394,26378795,gag,C,82,0,8,0,0,1,1
KR820422,26378795,gag,C,79,0,8,0,0,1,1
KT124744,27163788,gag,B,27,0,0,0,0,0,0
KT124745,27163788,gag,B,35,0,0,0,0,0,1
KT124747,27163788,gag,B,35,0,0,0,0,1,1
KT124748,27163788,gag,B,32,0,0,0,0,0,1
KT124749,27163788,gag,B,32,0,1,0,0,0,1
KT124750,27163788,gag,B,34,1,0,0,0,0,3
KT124751,27163788,gag,B,32,0,0,1,0,0,3
KT124752,27163788,gag,B,18,0,0,1,0,0,2
KT124753,27163788,gag,B,29,0,2,0,0,0,0
KT124754,27163788,gag,B,22,0,1,0,0,0,0
KT124755,27163788,gag,B,36,0,1,0,0,0,0
KT124756,27163788,gag,B,35,0,0,1,0,0,0
KT124757,27163788,gag,B,34,0,1,1,0,0,1
KT124758,27163788,gag,B,26,0,0,1,0,0,1
KT124759,27163788,gag,B,22,0,0,0,0,0,0
KT124760,27163788,gag,B,33,0,0,0,0,0,0
KT124761,27163788,gag,B,33,0,0,1,0,1,1
KT124762,27163788,gag,B,30,0,1,0,0,1,1
KT124763,27163788,gag,B,35,1,2,0,0,0,2
KT124764,27163788,gag,B,34,0,0,0,0,0,1
KT124765,27163788,gag,B,50,0,1,0,0,4,0
KT124766,27163788,gag,B,24,0,0,0,0,0,1
KT124767,27163788,gag,B,30,0,0,0,0,0,1
KT124768,27163788,gag,B,37,0,0,0,0,3,1
KT124769,27163788,gag,B,26,0,0,0,0,0,1
KT124770,27163788,gag,B,35,0,0,0,0,0,1
KT124771,27163788,gag,B,25,0,0,0,0,1,3
KT124772,27163788,gag,B,25,0,0,0,0,0,0
KT124773,27163788,gag,B,49,0,1,1,0,0,0
KT124774,27163788,gag,B,37,0,0,1,0,0,3
KT124775,27163788,gag,B,26,0,1,0,0,0,1
KT124776,27163788,gag,B,36,1,1,0,0,0,2
KT124778,27163788,gag,B,24,1,0,0,0,0,1
KT124779,27163788,gag,B,34,0,6,0,0,1,2
KT124780,27163788,gag,B,31,0,0,0,0,0,2
KT124781,27163788,gag,B,30,0,0,0,0,1,1
KT124782,27163788,gag,B,39,2,0,0,0,1,2
KT124783,27163788,gag,B,41,0,0,0,0,1,0
KT124784,27163788,gag,B,36,0,1,0,0,0,2
KT124785,27163788,gag,B,42,0,1,1,0,0,2
KT124787,27163788,gag,B,34,0,0,0,0,1,1
KT124788,27163788,gag,B,37,0,0,0,0,1,1
KT124789,27163788,gag,B,38,0,1,0,0,2,0
KT124790,27163788,gag,B,34,1,0,0,0,0,3
KT124791,27163788,gag,B,34,0,1,0,0,0,0
KT124792,27163788,gag,02_AG,71,0,3,1,0,1,2
KT124793,27163788,gag,B,42,0,1,1,0,0,0
KT124794,27163788,gag,B,29,0,0,0,0,0,3
KT124796,27163788,gag,B,43,0,0,2,0,0,0
KT124797,27163788,gag,B,34,1,0,0,0,0,1
KT124798,27163788,gag,B,32,0,0,0,0,1,2
KT124799,27163788,gag,B,36,0,0,0,0,1,3
KT124800,27163788,gag,B,34,0,1,0,0,0,1
KT124801,27163788,gag,B,24,0,0,0,0,0,1
KT124802,27163788,gag,B,41,0,0,0,0,0,1
KT124803,27163788,gag,B,28,0,3,0,0,0,0
KT124804,27163788,gag,B,34,0,1,0,0,0,2
KT124805,27163788,gag,B,37,1,0,1,0,0,1
KT124806,27163788,gag,B,35,0,0,0,0,0,1
KT124807,27163788,gag,B,28,0,0,0,0,0,1
KT124808,27163788,gag,B,37,0,0,1,0,1,1
KT124809,27163788,gag,B,43,0,0,0,0,1,0
KT124810,27163788,gag,B,36,0,1,0,0,0,0
KT124811,27163788,gag,B,42,1,0,0,0,1,2
KT124812,27163788,gag,B,30,0,1,0,0,0,1
KT124813,27163788,gag,B,25,0,1,0,0,0,0
KT124814,27163788,gag,B,32,0,0,0,0,0,1
KT152839,26756665,gag,A1,88,0,5,0,0,2,0
KT152840,26756665,gag,A1,88,0,5,0,0,0,0
